,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
767,Friendship,2008,Not Rated,14 Nov 2008,145 min,"Comedy, Drama, Romance",Tarun Mansukhani,"Anvita Dutt (dialogue script), Tarun Mansukhani (first story)","Abhishek Bachchan, John Abraham, Priyanka Chopra, Kirron Kher","After the passing of her parents, Neha Melwani lives in Miami with her aunt. She rents out a room in her apartment to two seemingly gay Indian men, Kunal Chauhan and Sameer Acharya, a photographer and nurser respectively. She introduces them to her departing gay boss, Murli, and falls in love with her new boss, Abhimanyu Singh. She will soon realize that she has two rivals for her new love - none other than Kunal and Sameer.","Hindi, English","India, USA",3 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BOTE0NDU1ZTctYjRjYS00OTEyLTkzOWQtNmRiNDg5ZDU1ODBiXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}]",N/A,6.5,"13,995",tt1185420,movie,08 Mar 2017,"$1,243,910",N/A,N/A,True
768,Marie Antoinette,2006,PG-13,20 Oct 2006,123 min,"Biography, Drama, History, Romance",Sofia Coppola,Sofia Coppola,"Kirsten Dunst, Jason Schwartzman, Steve Coogan, Judy Davis","""All eyes will be on you,"" says the Austrian Empress, Maria Theresa to her youngest daughter Marie Antoinette. The film, marketed for a teen audience, is an impressionistic retelling of Marie Antoinette's life as a young queen in the opulent and eccentric court at Versailles. The film focuses on Marie Antoinette, as she matures from a teenage bride to a young woman and eventual queen of France.","English, Latin, French","USA, France, Japan",Won 1 Oscar. Another 18 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BNjBjZmNkNjYtYjI0Mi00NjhlLTk5MWItOTA2YzM4MzhhYzFmXkEyXkFqcGdeQXVyMTAwMzUyMzUy._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.5,"103,681",tt0422720,movie,03 May 2013,"$15,962,471","Columbia Pictures, RK Films, American Zoetrope",N/A,True
769,Under Suspicion,2000,R,15 Nov 2000,110 min,"Crime, Drama, Thriller",Stephen Hopkins,"John Wainwright (book), Claude Miller, Jean Herman, Michel Audiard, Tom Provost (screenplay), W. Peter Iliff (screenplay)","Gene Hackman, Morgan Freeman, Thomas Jane, Monica Bellucci","A lawyer is asked to come to the police station to clear up a few loose ends in his witness report of a foul murder. This will only take ten minutes, they say, but it turns out to be one loose end after another, and the ten minutes he is away from his speech become longer and longer...","English, Spanish, Italian","France, USA",2 nominations.,https://m.media-amazon.com/images/M/MV5BMTdlNzA1NDMtYjhhZC00NDljLWI0YWItZTEzOTNiNDM2OTFkXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.5,"23,001",tt0164212,movie,16 Apr 2012,"$260,562","Revelations Entertainment, TF1 International",N/A,True
770,The Cheap Detective,1978,PG,23 Jun 1978,92 min,"Comedy, Crime, Mystery, Romance, Thriller",Robert Moore,Neil Simon,"Peter Falk, Ann-Margret, Eileen Brennan, Sid Caesar","Lou Peckinpaugh, the Cheap detective has entered a world that is half Casablanca and half Maltese Falcon. A parody of Bogart's films in which Lou goes through a series of scenes from the two movies trying to keep ahead of the police who think he killed his partner and find the black bird.","English, German",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNjRjNDRmY2UtNTUwNi00YjlkLWE1OWQtOTk5OTVkZWYxZmZhXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}]",N/A,6.5,"4,221",tt0077321,movie,01 May 2013,N/A,"Columbia Pictures Corporation, EMI Films Ltd., Rastar Pictures",N/A,True
771,Sarah Silverman: Jesus Is Magic,2005,Not Rated,09 Dec 2005,72 min,"Documentary, Comedy, Music",Liam Lynch,Sarah Silverman,"Sarah Silverman, Brian Posehn, Laura Silverman, Bob Odenkirk","Sarah Silverman appears before an audience in Los Angeles with several sketches, taped outside the theater, intercut into the stand-up performance. Themes include race, sex, and religion. Her comic persona is a self-centered hipster, brash and clueless about her political incorrectness. A handful of musical numbers punctuate the performance. It begins and ends with her in conversation with two friends: at the start, she's the loser compared to their recent artistic successes; by the end, she's the star, in her dressing room, dismissive and cutting.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTYxOTUzOTU3N15BMl5BanBnXkFtZTcwNzE4ODUzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.5,"5,425",tt0422528,movie,24 Mar 2016,"$1,324,339",N/A,N/A,True
772,My One and Only,2009,PG-13,25 Sep 2009,108 min,"Adventure, Biography, Comedy, Drama, Romance",Richard Loncraine,Charlie Peters,"Renée Zellweger, Logan Lerman, Kevin Bacon, Troy Garity","After leaving her philandering husband, an elegant socialite takes her two sons on a road trip across America in search of a better life.",English,USA,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTkxMDI1MjExNF5BMl5BanBnXkFtZTcwNzA1MzQ3Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.5,"8,554",tt1185431,movie,18 Sep 2012,"$2,479,538","Raygun Productions, George Hamilton Productions, Merv Griffin Entertainment",N/A,True
773,A Royal Night Out,2015,PG-13,04 Dec 2015,97 min,"Comedy, Drama, Romance",Julian Jarrold,"Trevor De Silva, Kevin Hood","Sarah Gadon, Bel Powley, Emily Watson, Rupert Everett","On V.E. Day in 1945, as peace extends across Europe, Princesses Elizabeth and Margaret are allowed out to join the celebrations. It is a night full of excitement, danger and the first flutters of romance.",English,UK,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNDg4MjE5OTUyM15BMl5BanBnXkFtZTgwMjM4NzkyNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.5,"9,466",tt1837562,movie,26 Oct 2016,"$228,136","Ecosse Films, Quickbake Productions",N/A,True
774,Oxygen,2021,TV-MA,12 May 2021,100 min,"Drama, Fantasy, Sci-Fi, Thriller",Alexandre Aja,Christie LeBlanc,"Mélanie Laurent, Mathieu Amalric, Malik Zidi, Laura Boujenah","A woman wakes in a cryogenic chamber with no recollection of how she got there. As she's running out of oxygen, she must rebuild her memory to find a way out of her nightmare.",French,"France, USA",N/A,https://m.media-amazon.com/images/M/MV5BMWQ3N2EzNjYtMzgwYS00YjdmLThmOTUtMzc4NDUxZjZkY2RhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.5,"14,979",tt6341832,movie,12 May 2021,N/A,"Getaway Films, Echo Lake Productions, Wild Bunch International Sales",N/A,True
775,Murder on the Orient Express,2017,PG-13,10 Nov 2017,114 min,"Crime, Drama, Mystery",Kenneth Branagh,"Michael Green (screenplay by), Agatha Christie (based upon the novel by)","Paapa Essiedu, Yassine Zeroual, Asan N'Jie, Michael Rouse","When a murder occurs on the train on which he's travelling, celebrated detective Hercule Poirot is recruited to solve the case.","English, French, Arabic, German","Malta, USA, UK",1 win & 26 nominations.,https://m.media-amazon.com/images/M/MV5BMTAxNDkxODIyMDZeQTJeQWpwZ15BbWU4MDQ2Mjg4NDIy._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.5,"218,026",tt3402236,movie,17 Feb 2018,"$102,826,543","Kinberg Genre, Scott Free Productions, The Mark Gordon Company",N/A,True
776,Young Guns II,1990,PG-13,01 Aug 1990,104 min,"Action, Western",Geoff Murphy,"John Fusco (characters), John Fusco","Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips, Christian Slater","Billy ""The Kid"" and his gang are wanted by the law, and when ""Doc"" Scurlock and Chavez are captured, Billy has to save them. They escape and set south for Mexico. ""Let's hire a thief to catch one"", John S. Chisum said, so he paid Pat Garrett, one of Billy's former partners, $1000 for the killing of William H. Bonney aka Billy ""The Kid"".",English,USA,Nominated for 1 Oscar. Another 3 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTYzZmQxMDUtZjM1ZC00OTYwLWE4MmUtYTUxNzY2MDg0OTRlXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.5,"31,731",tt0100994,movie,02 Aug 2017,"$44,143,410",Morgan Creek Productions,N/A,True
777,An American Tail: Fievel Goes West,1991,G,22 Nov 1991,75 min,"Animation, Adventure, Family, Musical, Western","Phil Nibbelink, Simon Wells","Flint Dille (screenplay), Charles Swenson (story), David Kirschner (creator)","Phillip Glasser, James Stewart, Erica Yohn, Cathy Cavadini","Some time after the Mousekewitz's have settled in America, they find that they are still having problems with the threat of cats. That makes them eager to try another home out in the west, where they are promised that mice and cats live in peace. Unfortunately, the one making this claim is an oily con artist named Cat R. Waul who is intent on his own sinister plan. Unaware of this, the Mousekewitz's begin their journey west, while their true cat friend, Tiger, follows intent on following his girlfriend gone in the same direction.",English,"USA, UK",N/A,https://m.media-amazon.com/images/M/MV5BZmUyOTE4YmItN2E0Zi00M2ViLWIxMTctMmZhMDRhMDZhOWZlXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}]",N/A,6.5,"23,966",tt0101329,movie,10 Nov 2014,"$22,166,041","Universal Pictures, Amblin Entertainment",N/A,True
778,Against the Sun,2014,PG,23 Jan 2015,100 min,"Biography, Drama, War",Brian Peter Falk,"Brian Peter Falk, Mark David Keegan","Garret Dillahunt, Tom Felton, Jake Abel, Nadia Parra","In one of the most harrowing true stories of World War II, three US Navy airmen crash land their torpedo bomber in the South Pacific and find themselves on a tiny life raft, surrounded by open ocean. No food. No water. No hope of rescue. Against incredible odds, these three virtual strangers must survive storms, sharks, starvation - and each other - as they try to sail more than a thousand miles to safety.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOTk5MjU0NTg3Nl5BMl5BanBnXkFtZTgwNTI3NTUzMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.5,"5,381",tt2557276,movie,18 Nov 2016,"$4,646",N/A,N/A,True
779,Separate Lies,2005,R,18 Nov 2005,85 min,"Crime, Drama, Romance, Thriller",Julian Fellowes,"Nigel Balchin (based on the novel by ""A Way Through the Wood""), Julian Fellowes","Tom Wilkinson, Emily Watson, Hermione Norris, John Warnaby","A cyclist is killed, swiped by a Range Rover in a village lane. James and Anne Manning become involved because the victim is the husband of their cleaner, Maggie. James, a solicitor in the city, soon comes to suspect William Bule, a millionaire playboy who has moved back to the village. William, pressed by James, confesses to the hit and run. But the confession is clouded by Anne's admission of her affair with William.","English, French",UK,1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTI3NjI5OTE1Ml5BMl5BanBnXkFtZTYwMzU3NDQ3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.5,"4,024",tt0369053,movie,25 Nov 2015,"$924,260",Celador Productions,N/A,True
780,One on One,1977,PG,17 Feb 1978,98 min,"Drama, Sport",Lamont Johnson,"Robby Benson, Jerry Segal","Robby Benson, Annette O'Toole, G.D. Spradlin, Gail Strickland","Henry Steele is a basketball phenom at his small town high school, but when he matriculates to a big city university on a scholarship, soon realizes that he has few skills outside the sport. Expected by his coach to contribute significantly to the team, Henry is overwhelmed by the demands on his time, the ""big business"" aspect of college sports, and the fact that he never fully learned to read. Things look bleak for Henry when Janet Hays, a pretty graduate student, is assigned as Henry's tutor. Her intellect and strength lift Henry out of his doldrums just in time to battle the coach, who attempts to rescind Henry's scholarship.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjFjYjRhODMtYTc1Zi00M2JlLWIyODEtM2JkZjA5ZGE4ZjE0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,6.5,"1,554",tt0076500,movie,08 Mar 2017,N/A,Warner Brothers/Seven Arts,N/A,True
781,Halloween II,1981,R,30 Oct 1981,92 min,Horror,Rick Rosenthal,"John Carpenter, Debra Hill","Jamie Lee Curtis, Donald Pleasence, Charles Cyphers, Jeffrey Kramer","In a continuation of the plot of Halloween, Michael Myers shows off his indestructability by resuming his murder spree despite being gunned down with six bullets in the original movie. Laurie Strode is once more his intended victim, with Dr. Sam Loomis again in hot pursuit.",English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMjZmYjg0ODctOTIyYy00YzhkLTgyMzEtNjUyY2JiZjVmYzI2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.5,"76,444",tt0082495,movie,19 Oct 2015,"$25,533,818","Dino De Laurentiis Productions, Universal Pictures",N/A,True
782,Diary of a Wimpy Kid: Rodrick Rules,2011,PG,25 Mar 2011,99 min,"Comedy, Family",David Bowers,"Gabe Sachs (screenplay), Jeff Judah (screenplay), Jeff Kinney (book)","Zachary Gordon, Devon Bostick, Rachael Harris, Robert Capron","Greg and Rodrick don't get along, and his parents are fully aware of that. In order to help them get along, Greg's mother introduces Mom Bucks, which rewards them for getting along. But Rodrick isn't the only problem. He has to deal with any conflicts involving Holly Hills, as well as other embarrassing situations. Will Greg and Rodrick get along?",English,USA,2 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTcxNDYwOTEzMl5BMl5BanBnXkFtZTcwOTA3MzY3NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.5,"26,874",tt1650043,movie,18 Aug 2015,"$52,698,535",Color Force,N/A,True
783,The Unknown Girl,2016,Unrated,25 Aug 2017,113 min,"Crime, Drama, Mystery, Thriller","Jean-Pierre Dardenne, Luc Dardenne","Jean-Pierre Dardenne (screenplay), Luc Dardenne (screenplay)","Adèle Haenel, Olivier Bonnaud, Jérémie Renier, Louka Minnella","The efficient Dr. Jenny Davin works hard and has been chosen to replace Dr. Habran, who has just retired, at the Kennedy Hospital. One night, someone rings the bell of her office after-hours and Dr. Davin asks her trainee Julien to not open the door since does not to seem an emergency. On the next morning, Police Inspectors Ben Mahmoud and Bercaro require her surveillance tape since a teenager was found dead on the other side of the road and they are investigating what happened. Jenny feels guilty for not opening the door and becomes obsessed to find the teenager's identity. Her investigation affects her relationship with patients that might know something about the unknown girl.",French,"Belgium, France",2 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BNWQyOWMwNWQtZmJkYy00YTc2LWFmMzktMjFlNGYwYzU1NzQ3XkEyXkFqcGdeQXVyNjgwMTczMTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.5,"8,448",tt4630550,movie,08 Sep 2017,"$150,549","Les Films du Fleuve, France 2 Cinéma, Archipel 35",N/A,True
784,Tom Jones,1963,Not Rated,27 Jun 1963,129 min,"Adventure, Comedy, History",Tony Richardson,"John Osborne (screenplay), Henry Fielding (based on the novel by)","George Devine, Rachel Kempson, Angela Baddeley, Joyce Redman","In eighteenth-century England, ""first cousins"" Tom Jones and Master Blifil grew up together in privilege in the western countryside, but could not be more different in nature. Tom, the bastard son of one of Squire Allworthy's servants Jenny Jones and the local barber Partridge, was raised by virtuous Allworthy as his own after he sent Jenny away. Tom is randy, chasing anything in a skirt, he's having a sexual relationship on the sly with Molly Seagrim, the peasant daughter of Allworthy's gamekeeper. Tom is nonetheless kind-hearted and good-natured, he who is willing to defend that and those in which he believes. Blifil, on the other hand, is dour, and although outwardly pious, is cold-hearted and vengeful. Despite his randiness, Tom eventually falls in love with Sophie Western, who has just returned to the area after a few years abroad. Despite Sophie's love for Tom, Squire Western and his spinster sister would rather see Sophie marry Blifil rather than a bastard, who Western nonetheless liked before he knew that Tom liked Sophie. Based on half truths, Tom, out of circumstance, is forced to leave his home and strike out on his own in London. While Sophie sneaks away in search of Tom, and Squire Western and Miss Western go off in search of Sophie, Tom gets into one misadventure after another on his way to London, some involving his randiness, and some which will reveal certain aspects of his life previously unknown to him. Through it all, Sophie, deep down, is never far from his mind, even when his life is in danger.",English,UK,Won 4 Oscars. Another 16 wins & 20 nominations.,https://m.media-amazon.com/images/M/MV5BODEwMGMzNjktODU4NC00NGIyLWJiNTAtZTRlOTc2MGY2NjBhXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,6.5,"11,830",tt0057590,movie,09 Mar 2018,N/A,Woodfall Film Productions,N/A,True
785,Cain and Mabel,1936,Passed,26 Sep 1936,90 min,"Comedy, Musical, Romance",Lloyd Bacon,"Laird Doyle (screen play), H.C. Witwer (story)","Marion Davies, Clark Gable, Allen Jenkins, Roscoe Karns","The managers of heavyweight champion Larry Cain and Broadway musical star Mabel O'Dare scheme up a romance to give the celebrities more glamour. But the two don't hit it off, having started on the wrong foot.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZmE3NDY5NGUtOGUyYi00NjY2LTg0ZGMtNDc2MWZhODBmZGRlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",N/A,6.5,"1,739",tt0027413,movie,15 Mar 2016,N/A,"Metro Goldwyn Mayer, Cosmopolitan Productions",N/A,True
786,One from the Heart,1981,R,11 Feb 1982,107 min,"Drama, Musical, Romance",Francis Ford Coppola,"Armyan Bernstein (screenplay), Francis Ford Coppola (screenplay), Armyan Bernstein (story)","Frederic Forrest, Teri Garr, Raul Julia, Nastassja Kinski","Hank and Frannie don't seem to be able to live together anymore. After a five-year relationship, lustful and dreamy Fanny leaves down-to-earth Hank on the anniversary of their relationship. Each one of them meets their dream mate, but as bright as they may seem, they are but a stage of lights and colours. Will true love prevail over a seemingly glamorous passion? Welcome to Coppola's Broadway-like romantic musical.","English, German",USA,N/A,https://m.media-amazon.com/images/M/MV5BM2JmMjA3YzctYmE1Yi00Yzg1LThjOGUtZGEyNDdlMzljN2M2XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.5,"5,576",tt0084445,movie,07 Jan 2017,"$636,796",Zoetrope Studios,N/A,True
787,The Puffy Chair,2005,R,27 Apr 2007,85 min,"Comedy, Drama, Romance","Jay Duplass, Mark Duplass","Mark Duplass, Jay Duplass","Mark Duplass, Katie Aselton, Rhett Wilkins, Julie Fischer","Josh and Emily are in a relationship, but he can be inattentive and unromantic and she can shift her focus from small things to emotional issues in a moment. He invites her to drive from New York City to somewhere in Virginia to pick up a chair that he's bought on eBay for his father's birthday. On the way, he stops at his brother Rhett's, outside Philly, and invites him along. Josh tries to save money at a motel, has to negotiate with the seller of the chair and with an upholsterer, and faces tough questions from Emily. He calls her ""Dude,"" he's moody, and it looks as if the relationship will end soon. Is there more than meets the eye here? How do people decide?",English,USA,3 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMzM1OTc5NzAyMl5BMl5BanBnXkFtZTcwNzMzOTkzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.5,"4,888",tt0436689,movie,01 Jan 1998,"$194,523",N/A,N/A,True
788,The Village,2004,PG-13,30 Jul 2004,108 min,"Drama, Mystery, Thriller",M. Night Shyamalan,M. Night Shyamalan,"Bryce Dallas Howard, Joaquin Phoenix, Adrien Brody, William Hurt","M Night Shyamalan's The Villiage revolves around a desolate town in Pennsylvania. The residents of this town live simply and without the means of a modern world - no tv, modern medications. They live by strict rules - They are not to leave the village or the monsters beyond their boundaries will surely attack them. Lucius and Ivy have an attraction - a strong one. But when Noah - a man with an intellectual disability and whom also has feelings for Ivy, finds out that the two are In love, Noah attacks Lucius. He will die if brave Ivy (who is blind) does not breach the borders and find help to save Lucius.",English,USA,Nominated for 1 Oscar. Another 4 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BMWExMWYxN2MtYmU1YS00Mjk5LWI3OTEtYTg3NDIwZTA2MTE2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.5,"245,825",tt0368447,movie,30 Nov 2016,"$114,197,520","Touchstone Pictures, Scott Rudin Productions",N/A,True
789,Love Is All You Need,2012,R,06 Sep 2012,116 min,"Comedy, Drama, Romance",Susanne Bier,"Anders Thomas Jensen (screenplay), Susanne Bier (story), Anders Thomas Jensen (story)","Trine Dyrholm, Stina Ekblad, Sebastian Jessen, Molly Blixt Egelind","A Danish woman, Ida (Trine Dyrholm), who has just finished her cancer treatments, walks in on her suffering husband in bed with his young co-worker. She travels alone to their daughter's wedding, which is to take place in Italy, but meets the father of the groom, Philip (Pierce Brosnan), and immediately makes a bad first impression. At the seaside villa where Philip once lived with his wife, conflicts arise not least between the soon-to-be newlyweds. But first impressions fade, and Ida may find her chance for another life.","English, Danish, Italian","Denmark, Sweden, Italy, France, Germany",4 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BNzYxMDQwMzIzMF5BMl5BanBnXkFtZTcwNjcxODIzOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.5,"13,469",tt1854236,movie,25 Jan 2015,"$1,631,709",Zentropa Entertainments,N/A,True
790,Brokedown Palace,1999,PG-13,13 Aug 1999,100 min,"Drama, Mystery, Thriller",Jonathan Kaplan,"Adam Fields (story), David Arata (story), David Arata (screenplay)","Claire Danes, Kate Beckinsale, Bill Pullman, Jacqueline Kim","Alice and Darlene, best friends, decide to take a trip to Thailand to celebrate high-school graduation. While there, they are befriended by charming Australian rogue Nick Parks. Nick convinces them to take a weekend side trip to Hong Kong, but at the airport, they are busted for smuggling drugs. They are convicted in a show trial and sentenced to 33 years; in desperation, they contact Yankee Hank, an American lawyer based in Thailand who has been reported to be helpful if you've got the cash.","English, Thai",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BOWY1NmVmNzctYTFkMC00MmNlLTkzNzgtNWZmODc3YTdiYWI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.5,"21,725",tt0120620,movie,25 Nov 2015,"$10,115,013","Fox 2000 Pictures, 20th Century Fox, Adam Fields Productions",N/A,True
791,Under Siege,1992,R,09 Oct 1992,103 min,"Action, Thriller",Andrew Davis,J.F. Lawton,"Steven Seagal, Damian Chapa, Troy Evans, David McKnight","The battleship Missouri is about to be decomissioned. Casey Ryback is Captain Adam's personal cook. And Ryback is always butting heads with the ship's XO Commander Krill but the Captain always intercedes. One day, after the President visits the Missouri, which is also the Captain's birthday, the Captain learns that a helicopter has been cleared to land on the ship by Commander Krill, which he was not informed of. When questioned Krill tells the Captain that it's a surprise for his birthday, the Captain then allows it. Later after another one of their scuffles, Krill has Ryback locked in the freezer. During the party, the rock band reveals themselves to be mercenaries, led by William Stranix, a CIA operative, who is in league with Krill to unload all of the ship's nuclear warheads. They lock up all of the crew and make preparations to remove the warheads. And Krill remembers Ryback, Stranix sends two of his men to take care of Ryback, only thing is that Ryback took care of them. Upon discovering their bodies, Stranix deduces that Ryback is more than a cook. He then sends Krill to check on him, and Krill discovers that Ryback's a NAVY SEAL, who got busted down to a cook after an incident in Panama. And Ryback continues to create trouble for them, so Stranix tries to hunt him down. Along the way, Ryback meets Jordan, a former playmate, who was supposed to entertain at the party but was also forgotten.","English, Italian","France, USA",Nominated for 2 Oscars. Another 3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZWYxMDZkNmMtZjljNS00MDE5LTlmYmItMmVjZWU5NjQwYmI0L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.5,"78,827",tt0105690,movie,19 Apr 2016,"$83,563,139","Regency Enterprises, Warner Bros., Alcor Films, Canal+",N/A,True
