,title,quote
4953,the english patient,Am I K in your book? I think I must be.
4954,the english patient,Do you think you are the only one who feels anything?
4955,the english patient,"I once traveled with a guide who was taking me to Faya. He didn't speak for nine hours. At the end of it he pointed at the horizon and said, ""Faya!"" That was a good day."
4956,the english patient,"You speak so many bloody languages, and you never want to talk."
4957,the english patient,I wanted to meet the man who could write such a long paper with so few adjectives.
4958,the english patient,I have to teach myself not to read too much into everything. It comes from too long having to read so much into hardly anything at all.
4959,the english patient,Ownership. I hate being owned.
4960,the english patient,"I must be a curse. Anybody who loves me, anybody who gets close to me... or I must be cursed. Which is it?"
4961,the english patient,I once heard of a captain who wore a patch over a good eye. The men fought harder for him.
4962,the english patient,"There is no God, but I hope someone watches over you."
4963,the english patient,Ask your saint who he is. Ask him who he's killed.
4964,the english patient,Every night I cut out my heart. But in the morning it was full again.
4965,the english patient,You are a Canadian spy working for the Allies. Code-name Moose.
4966,the exorcist,"Father, could you help an old altar boy? I'm Cat'lick."
4967,the exorcist,"Stick your cock up her ass, you motherfucking worthless cocksucker."
4968,the exorcist,They've found something... small pieces.
4969,the exorcist,"Your mother's in here, Karras. Would you like to leave a message? I'll see that she gets it."
4970,the exorcist,Cunting Hun! Bloody damn butchering Nazi pig!
4971,the exorcist,"My idea of Heaven is a solid white nightclub with me as a headliner for all eternity, and they *love* me."
4972,the exorcist,"Especially important is the warning to avoid conversations with the demon. We may ask what is relevant but anything beyond that is dangerous. He is a liar. The demon is a liar. He will lie to confuse us. But he will also mix lies with the truth to attack us. The attack is psychological, Damien, and powerful. So don't listen to him. Remember that - do not listen."
4973,the exorcist,"Let Jesus fuck you, let Jesus fuck you. Let him fuck you."
4974,the exorcist,"If certain British doctors never asked ""What is this fungus?"" we wouldn't today have penicillin, correct?"
4975,the exorcist,Take me. Come into me. God damn you. Take me. Take me.
4976,the exorcist,"Your mother sucks cocks in Hell, Karras, you faithless slime."
4977,the exorcist,Father Dyer? I thought you'd like to keep this.
4978,the exorcist,"So, what's for dessert?"
4979,the exorcist,"There are no experts. You probably know as much about possession than most priests. Look, your daughter doesn't say she's a demon. She says she's the devil himself. And if you've seen as many psychotics as I have, you'd know it's like saying you're Napoleon Bonaparte."
4980,the exorcist,The Power of Christ compels you!
4981,the exorcist,"There isn't a day in my life when I haven't felt like a fraud. I mean priests, doctors, I've talked to them all. I don't know anyone who hasn't felt that."
4982,the exorcist,There seems to be an alien pubic hair in my gin. Never seen it before in my life! Have you?
4983,the exorcist,"Do you know what she did, your cunting daughter?"
4984,the exorcist,Keep away. The sow is mine.
4985,the exorcist,"You show me Regan's double, same face, same voice, everything. And I'd know it wasn't Regan. I'd know in my gut. And I'm telling you that 'thing' upstairs isn't my daughter. Now, I want you to tell me that you know for a fact that there's nothing wrong with my daughter, except in her mind. You tell me for a fact that an exorcism wouldn't do any good. You tell me that!"
4986,the fabulous baker boys,"What's happened to you? Have you been kissing ass so long, you're starting to like it?"
4987,the fabulous baker boys,"Listen, you're not going soft on me, are you? I mean, you're not going to start dreaming about me and waking up all sweaty and looking at me like I'm some sort of princess when I burp?"
4988,the family man,"You can't keep coming in and out of people's lives, messing things up. It's not right."
4989,the family man,"If you could take a dump sometime in this century, then we could go home where it's warm."
4990,the family man,"Because you thought I was *cocky*, I'm now on a permanent *acid trip*?"
4991,the family man,Don't screw up the best thing in your life just because you're a little unsure about who you are.
4992,the fifth element,"Father, are you sure she's a supreme being?"
4993,the fifth element,Finger's gonna kill me.
4994,the fifth element,"If you want something done, do it yourself. Yep!"
4995,the fifth element,Me fifth element - supreme being. Me protect you.
4996,the fifth element,"Torture who you have to, the President, I don't care. Just bring me the stones. You have one hour."
4997,the fisher king,"I was attacked, two kids tried to set me on fire."
4998,the fisher king,I can't believe I'm on a first name basis with these peope!
4999,the fisher king,"I don't believe that God made man in his image. 'Cause most of the shit that happens comes from man. No, I think man was made in the Devil's image. And women were created out of God. 'Cause after all, women can have babies, which is kind of like creating. And which also accounts for the fact that women are so attracted to men... 'cause let's face it... the Devil is a hell of a lot more interesting! Believe me, I've slept with some saints in my day, I know what I'm talking about. So the whole point in life is for men and women to get married... so that God and the Devil can get together and work it out. Not that we have to get married. God forbid."
5000,the fisher king,Holding my penis... what a wonderful way of saying how much you like me.
5001,the fisher king,"You ever read any Nietzsche? Nietzsche says there's two kinds of people in the world: people who are destined for greatness like Walt Disney... and Hitler. Then there's the rest of us, he called us ""the bungled and the botched."" We get teased. We sometimes get close to greatness, but we never get there. We're the expendable masses. We get pushed in front of trains, take poison aspirin... get gunned down in Dairy Queens."
5002,the fisher king,"I'm Anne Morrow Lindbergh, Jack - I can't find my baby."
5003,the fisher king,I wish there was some way I could just pay the fine and go home.
5004,the french connection,The son of a bitch is here. I saw him. I'm gonna get him.  Son of a bitch.
5005,the french connection,"Thank you, Howard. Take what's left there with you and good night. Ah-ah... not that one. The little one."
5006,the french connection,"You wanna play ""hide the salami"" with his old lady?"
5007,the fugitive,"Alright, listen up, people. Our fugitive has been on the run for ninety minutes. Average foot speed over uneven ground barring injuries is 4 miles-per-hour. That gives us a radius of six miles. What I want from each and every one of you is a hard-target search of every gas station, residence, warehouse, farmhouse, henhouse, outhouse and doghouse in that area. Checkpoints go up at fifteen miles. Your fugitive's name is Dr. Richard Kimble. Go get him."
5008,the game,Discovering the object of the game *is* the object of the game.
5009,the getaway,"You run the job, but I run the show."
5010,the ghost and the darkness,"Oh, you're right. The devil has come to Tsavo. Look at me! I am the devil."
5011,the ghost and the darkness,"Well, we all worked together. Worthy deeds were accomplished."
5012,the ghost and the darkness,"We have an expression in prize fighting: ""Everyone has a plan until they've been hit."" Well my friend, you've just been hit. The getting up is up to you."
5013,the ghost and the darkness,"You build bridges, John. You have to go where the rivers are."
5014,the good girl,"Attention, shoppers. There's a Retail Rodeo special on aisle 3. Liquid Drain Cleaner, 2 12-ounce cans for $5.00. Liquid Drain Cleaner has churning power and it will churn right through your pipes. Ladies, you need female plumbing. Shove something clean and new up your filthy pipes. That's Liquid Drain Cleaner on aisle 3. Have a good day and thank you for shopping at Retail Rodeo."
5015,the good girl,"How it all came down to this, only the Devil knows. Retail Rodeo is at the corner on my left. The motel is down the road to my right. I close my eyes and try to peer into the future. On my left, I saw days upon days of lipstick and ticking clocks, dirty looks and quiet whisperings. And burning secrets that just won't ever die away. And on my right, what could I picture? The blue sky, the desert earth, stretching out into the eerie infinity. A beautiful never-ending nothing."
5016,the good girl,"As a girl you see the world as a giant candy store filled with sweet candy and such. But one day you look around and you see a prison and you're on death row. You wanna run or scream or cry but something's locking you up. Are the other folks cows chewing cud until the hour comes when their heads roll? Or are they just keeping quiet like you, planning their escape."
5017,the good girl,"If I were a woman, I'd be a slut. A lesbian slut."
5018,the good girl,"Dear Justine, because of you I will be quitting the Retail Rodeo. The last two days have been the most God awful of my life. I've not been able to get rid of you in my head. I've never wanted anything so bad and I have wanted many things. I'd given up long ago on being gotten by someone else, and then you came along. The idea that I could be gotten because of circumstantial never get got is the worst feeling I've ever felt and I have felt many bad feelings. I'm sorry I can never see you again, Justine. Forgive me for being so weak, but that is who I am. Goodbye. Holden Worther. If, for some reason, you could change your mind and wanna be with me body and soul, meet me after work. I will be waiting for you at 5pm outside Chunky Cheese. If you are not there at five you will never see me again in your lifetime."
5019,the good girl,"Holden gave me two of his stories to read. It was more like the story of what a story would be. It was about a boy who was put upon; whose mother is cold and selfish and whose father wanted him to play football. Other people didn't get him. Especiall girls. Soon enough the boy comes to believe that no one can ever really know him. He starts acting out, drinking and taking all kinds of drugs. At the end the boy kills himself by jumping over a bridge. The second story was pretty much the same as the first expect at the end the boy kills himself by drinking a bottle of bug poison."
5020,the good girl,"That day I read the story Holden had wrote for me. It was kinda different from the other ones but kinda the same. It was about a girl who was put upon, whose job is like a prison, and whose life has lost all meaning. Other people don't get her, especially her husband. One day she meets a boy who is also put upon and they fall in love. After spending their whole lives never getting got, with one look they get each other completely. In the end the girl and the boy run away together into the wilderness, never to be heard from again."
5021,the good girl,"Happy Halloween, Retail Rodeo shoppers. There's a Retail Rodeo special on all bulk candy on aisle 4. Ghouls and goblins, witches and warlocks, wandering these aisles day after day, I put a Halloween curse on your hellish heads."
5022,the good girl,If I could only get my hands on some money. If someone could just tell me the answer. I gotta do! But I don't ever do anything 'cos I end up thinking about it instead. I gotta do! But do what?
5023,the good girl,"You know, sometimes I think to myself: At least it can't get any worse. But it can! It can get worse! As long as you can say you hit rock bottom, you haven't."
5024,the good girl,"You're a hooker, you hooker."
5025,the good girl,"After living in the dark for so long, a glimpse of the light can make you giddy. Strange thoughts come into your head and you better think'em. Has a special fate been calling you and you not listening? Is there a secret message right in front of you and you're not reading it? Is this your last, best chance? Are you gonna take it? Or are you going to the grave with unlived lives in your veins?"
5026,the graduate,"Look, maybe we could do something else together. Mrs. Robinson, would you like to go to a movie?"
5027,the graduate,"Mrs. Robinson, if you don't mind my saying so, this conversation is getting a little strange."
5028,the graduate,"Do you need any gas, Father?"
5029,the grapes of wrath,Sure don't look none too prosperous.
5030,the grapes of wrath,That Casy. He might have been a preacher but he seen things clear. He was like a lantern. He helped me to see things clear.
5031,the grapes of wrath,You and me got sense. Them Okies got no sense and no feeling. They ain't human. Human being wouldn't live the way they do. Human being couldn't stand to be so miserable.
5032,the grapes of wrath,"Takes no nerve to do something, ain't nothin' else you can do."
5033,the grapes of wrath,"There ain't nobody gonna push me of my land! My grandpa took up this land 70 years ago, my pa was born here, we were all born on it. And some of of us was killed on it! ...and some of us died on it. That's what make it our'n, bein' born on it,...and workin' on it,...and and dying' on it! And not no piece of paper with the writin' on it!"
5034,the grapes of wrath,"If there was a law, they was workin' with maybe we could take it, but it ain't the law. They're workin' away our spirits, tryin' to make us cringe and crawl, takin' away our decency."
5035,the grapes of wrath,"Tom, you gotta learn like I'm learnin'. I don't know it right yet myself. That's why I can't ever be a preacher again. Preachers gotta know. I don't know. I gotta ask."
5036,the grapes of wrath,"Well, Pa, a woman can change better'n a man. A man lives sorta - well, in jerks. Baby's born or somebody dies, and that's a jerk. He gets a farm or loses it, and that's a jerk. With a woman, it's all in one flow, like a stream - little eddies and waterfalls - but the river, it goes right on. Woman looks at it thata way."
5037,the grapes of wrath,"Rich fellas come up an' they die, an' their kids ain't no good an' they die out. But we keep a'comin'. We're the people that live. They can't wipe us out; they can't lick us. We'll go on forever, Pa, 'cause we're the people."
5038,the green mile,"Boy, watchu lookin' at? Watchu lookin' at? You limp noodle. Ya wanna kiss my ass? Ya wanna suck my dick?"
5039,the green mile,Percy met your mouse.
5040,the green mile,I just can't see God putting a gift like that in the hands of a man who would kill a child.
5041,the green mile,"Take my hand, boss. You see for yourself."
5042,the green mile,"He's chokin'. Whatever he sucked out of her, he's choking on!"
5043,the green mile,"They usually call death row the Last Mile, but we called ours the Green Mile, because the floor was the color of faded limes. We had the electric chair then. Old Sparky, we called it. I've lived a lot of years, Ellie, but 1935 takes the prize. That was the year I had the worst urinary infection of my life. That was also the year of John Coffey and the two dead girls."
5044,the green mile,We'll be doing this for real tomorrow night and I don't want nobody to remember some stupid joke like that and get it going again. You ever try to not to laugh in church when something funny gets stuck in your head? Same goddamn thing.
5045,the green mile,"You love your sister? You make any noise, you know what happens. I'm gonna kill her instead of you. Understand?"
5046,the green mile,"Seeing a man die isn't enough for you, you gotta be close enough to smell his nuts cook?"
5047,the green mile,"I guess sometimes the past just catches up with you, whether you want it to or not."
5048,the green mile,"Please boss, don't put that thing over my face, don't put me in the dark. I's afraid of the dark."
5049,the green mile,A big man is ripping your ears off Percy. I'd do as he says.
5050,the green mile,"We each owe a death - there are no exceptions - but, oh God, sometimes the Green Mile seems so long."
5051,the green mile,Wipe your face before you get up Dean.
5052,the green mile,"The man is mean, careless, and stupid. Bad combination in a place like this."
5053,the green mile,I let Harry take those chains off you... you gonna be nice?
5054,the green mile,"I couldn't help it, boss. I tried to take it back, but it was too late."
5055,the green mile,I think this boy's cheese has done slid off his cracker.
5056,the green mile,"It's a tumor, Paul. A brain tumor. They got x-ray pictures of it. The size of a lemon, they said... way deep down inside where they can't operate. I haven't told her. I can't think of how. For the life of me, Paul, I can't think of how to tell my wife... she's going to die."
5057,the green mile,Do you leave a light on after bedtime? Because I get a little scared in the dark sometimes. If it's a strange place.
5058,the green mile,"I dreamed of you. I dreamed you were wandering in the dark, and so was I. We found each other. We found each other in the dark."
5059,the green mile,I don't see why white man has to sit in a nigger electric chair. White man should have his own damn electric chair.
5060,the green mile,"Honey, if you don't tell me what's on your mind, I'm afraid I'll have to smother you with a pillow."
5061,the grifters,"Well, who's a boy gonna talk to if not his mother?"
5062,the grifters,"The last modern thing I liked was the miniskirt. With technology now, nobody understands it... and that's the simple fact of the situation."
5063,the grifters,I gave you your life twice. I'm asking you to give me mine once.
5064,the grudge,The whole time I was in that house I felt something was wrong. What happened there?
5065,the grudge,I just want her to leave me alone!
5066,the hangover,"It's the weekend, Budnick. I don't know you. You do not exist."
5067,the hangover,To a night the four of us will never forget!
5068,the hangover,And we're the three best friends that anyone could have!
5069,the haunting,"Oh, come on this is crazy; maybe she doesn't want to be found."
5070,the haunting,You find out what you wanted to know... doctor?
5071,the haunting,Eleanor help me! I gotta pee!
5072,the haunting,He won't let them go!
5073,the hebrew hammer,"Shabbat shalom, motherfuckers!"
5074,the hebrew hammer,"What with all the attention the newspapers and television has been giving you, you'd think you were the Pope or something."
5075,the hebrew hammer,My cane!  Give me back my cane! Fuck.
5076,the hebrew hammer,"I hope you've all learned a very important lesson today. Just because Mordechai's people are different from us, and just because they may appear strange to us with their furry hats, beady eyes, and long sideburns, not to mention their bizarre customs and unnecessarily gutteral funny-sounding names. Just because they control ALL of the world's money, yet they are too cheap to buy their children anything better than spinning tops for presents, does not mean that we can't learn to love and respect them as our equals. Happy chanuyakah day 7, Mordy!"
5077,the hitchhiker's guide to the galaxy,"It is most gratifying that your enthusiasm for our planet continues unabated. As a token of our appreciation, we hope you will enjoy the two thermonuclear missiles we've just sent to converge with your craft. To ensure ongoing quality of service, your death may be monitored for training purposes. Thank you."
5078,the hitchhiker's guide to the galaxy,"I checked The Guide for the best way to rescue a prisoner from Vogsphere, it said ""don't""."
5079,the hitchhiker's guide to the galaxy,"Zaphod's just zis guy, ya know?"
5080,the hitchhiker's guide to the galaxy,"In the name of people, and freedom, and democracy, and stuff like that, I hereby kidnap myself, and I'm taking this ship with me. Whoo!"
5081,the hitchhiker's guide to the galaxy,In the beginning the universe was created. This made a lot of people angry and has widely been considered as a bad move.
5082,the hitchhiker's guide to the galaxy,"The election is ancient history, Zaphod. If memory serves, you won, proving that good looks and charm win over brilliance and the ability to govern. And for the record? You *are* stupid."
5083,the hitchhiker's guide to the galaxy,I can't do this without my third arm!
5084,the hitchhiker's guide to the galaxy,Resistance is useless!
5085,the hitchhiker's guide to the galaxy,"Time is an illusion. Lunchtime, doubly so."
5086,the hitchhiker's guide to the galaxy,"Vogon poetry is the third worst in the Universe. The second worst is that of the Azgoths of Kria. During a recitation by their Poet Master Grunthos the Flatulent of his poem ""Ode to a Small Lump of Green Putty I Found in My Armpit One Midsummer Morning"" four of his audience members died of internal hemorrhaging, and the President of the Mid-Galactic Arts Nobbling Council survived by gnawing one of his own legs off. The very worst poetry in the universe was written by Paula Nancy Millstone Jennings of Sussex. Thankfully it was destroyed when the earth was."
5087,the hitchhiker's guide to the galaxy,"It won't affect me, I'm already a woman."
5088,the hitchhiker's guide to the galaxy,"I've calculated your chance of survival, but I don't think you'll like it."
5089,the hitchhiker's guide to the galaxy,Life? Don't talk to me about life!
5090,the hitchhiker's guide to the galaxy,"We don't want to be happy, we want to be famous."
5091,the hitchhiker's guide to the galaxy,"If there's anything around here more important than my ego, I want it caught and shot now!"
5092,the hitchhiker's guide to the galaxy,"Vogons. They are one of the most unpleasant races in the galaxy. Not actually evil, but bad-tempered, bureaucratic, officious, and callous. They wouldn't even lift a finger to save their own grandmothers from the ravenous Bug-Blatter Beast of Traal without orders signed in triplicate, sent in, sent back, lost, found, queried, subjected to public inquiry, lost again, and finally buried in soft peat for three months and recycled as firelighter. On no account should you allow a Vogon to read poetry to you."
5093,the hitchhiker's guide to the galaxy,"Here I am, brain the size of a planet, and they ask me to take you to the bridge. Call that job satisfaction, 'cause I don't."
5094,the hitchhiker's guide to the galaxy,OK. Leave this to me. I'm British. I know how to queue.
5095,the hitchhiker's guide to the galaxy,"Greetings. This is a recorded announcement as we are all out at the moment. The Commercial Council of Magrathea thanks you for your esteemed visit but regrets that the entire planet is temporarily closed. If you would like to leave your name and a planet where you can be contacted, kindly do so at the tone."
5096,the hitchhiker's guide to the galaxy,"They don't think, they don't imagine, most of them can't even spell, they just run things. And if we don't hitch a ride soon, you won't need the guide to tell you just how unpleasant they can be. They already destroyed a planet today, and that always makes them a little... eeee!"
5097,the hitchhiker's guide to the galaxy,I should have said it resembles tea.
5098,the hitchhiker's guide to the galaxy,That doesn't sound good.
5099,the hitchhiker's guide to the galaxy,It must be Thursday. I never could get the hang of Thursdays.
5100,the horse whisperer,How are you doing out there in Marlboro country?
5101,the horse whisperer,Who's going to want me now?
5102,the hospital,"It's hard for me to take your despair very seriously, Doctor. You obviously enjoy it so much."
5103,the hospital,"I am the fool for Christ, and Paraclete of Caborca."
5104,the hudsucker proxy,"Say, buddy, who's the most liquid businessman on the street? Waring Hudsucker!"
5105,the hudsucker proxy,You're a MUNCIE girl?
5106,the hudsucker proxy,"I used to think you were a swell guy. Well, to be honest, I thought you were an imbecile. But then I figured out you WERE a swell guy... A little slow, maybe, but a swell guy. Well, maybe you're not so slow, But you're not so swell either. And it looks like you're an imbecile after all!"
5107,the hudsucker proxy,"Sir, my leg is on fire!"
5108,the hudsucker proxy,"Please Sir, this job, running the elevator is all I got."
5109,the hudsucker proxy,"Yeah, and if a frog had wings, it wouldn't bump it's ass a-hoppin'."
5110,the hudsucker proxy,"Strictly speaking, I'm never supposed to do this. But have you got a better idea?"
5111,the hudsucker proxy,Now let me ask you a question: Would an imbecile come up with this?
5112,the hudsucker proxy,"Fight on, fight on, dear old Muncie/Fight on, hoist the gold and blue/You'll be tattered, torn, and hurtin'/Once the Munce is done with you/Go... Eagles!"
5113,the hudsucker proxy,It's a pity to waste a whole Montecristo.
5114,the hudsucker proxy,"The Einstein of Enterprise. The Edison of Industry. The Billion Dollar Cranium. Idea Man. And not one of you mugs has given me a story on him! Bunch of lame-brained... Facts, figures, charts! They never sold a newspaper! I read this morning's edition of the Argus and let me tell you something: I'd wrap a fish in it! I'd use it as kindling! Hell, I'd even train my poodle on it if he wasn't a French poodle and more partial to the pages of Paris Soir, but I sure wouldn't shell out a hard-earned nickel to read the dadblamed thing!"
5115,the hudsucker proxy,"Martinis are for squares, man."
5116,the hudsucker proxy,"Norville Barnes, you don't know a thing about that woman. You don't know who she really is. Only a numbskull thinks he knows things about things he knows nothing about."
5117,the hudsucker proxy,"I spects old Moses knows just about everything, leastways if it concerns Hudsucker."
5118,the hudsucker proxy,"The barred-window boys are out looking for him now. We'll see how Wall Street likes the news that the president of Hudsucker is heading for the booby hatch. Huh! When Doc Bromfenbrenner gets through with him, he'll need diapers and a dribble cup!"
5119,the hustler,"You're here on a rain check, and I know it! You're hanging on by your nails. Let that glory whistle ring out loud and clear, and you're a wreck on a railroad track! You're a horse that finished last! Now, don't make trouble, Miss Lady Bug! Live and let live while you can!"
5120,the hustler,"You can't see it, can you, Charlie? I mean, you've never been able to see it. I came after him. And I'm gonna get him. I'm goin' with him all the way. The pool game is not over until Minnesota Fats says it's over. Is it over, Fats?"
5121,the hustler,"You know, I got a hunch, fat man. I got a hunch it's me from here on in. One ball, corner pocket. I mean, that ever happen to you? You know, all of a sudden you feel like you can't miss? 'Cause I dreamed about this game, fat man. I dreamed about this game every night on the road. Five ball. You know, this is my table, man. I own it."
5122,the hustler,"I don't rattle, kid. But just for that I'm gonna beat you flat."
5123,the hustler,We have a contract of depravity; all we have to do is pull a blind down.
5124,the hustler,Maybe I'm not such a high-class piece of property right now. And a 25% slice of something big is better than a 100% slice of nothing.
5125,the hustler,"I'm shooting pool, Fats. When I miss, you can shoot."
5126,the hustler,"Get on me Bert, I can't lose."
5127,the hustler,"Do you like to gamble, Eddie? Gamble money on pool games?"
5128,the hustler,"Big John, do you think this boy is a hustler?"
5129,the ice storm,A person's body is his temple.
5130,the ice storm,I'll show you mine if you show me yours.
5131,the ice storm,"Because of molecules we are connected to the outside world from our bodies. Like when you smell things, because when you smell a smell it's not really a smell, it's a part of the object that has come off of it, molecules. So when you smell something bad, it's like in a way you're eating it. This is why you should not really smell things, in the same way that you don't eat everything in the world around you because as a smell, it gets inside of you. So the next time you go into the bathroom after someone else has been there, remember what kinds of molecules you are in fact eating."
5132,the ice storm,"Ben, you're boring me. I have a husband. I don't have a need for another one."
5133,the ice storm,Mikey's been out of it since the day he was born.
5134,the imaginarium of doctor parnassus,"Come here, you bitch!"
5135,the imaginarium of doctor parnassus,He's come to collect.  He's early.
5136,the imaginarium of doctor parnassus,"Nothing is permanent, not even death."
5137,the incredibles,"Superladies? They're always trying to tell you their secret identity... think it'll strengthen the relationship or something like that. I say, ""Girl, I don't wanna know about your mild-mannered alter ego or anything like that. I mean, you tell me you're, uh... S-Super, Mega, Ultra Lightning Babe, that's alright with me. I'm good... I'm good."
5138,the incredibles,"Snug, I'm calling in a solid you owe me."
5139,the incredibles,"I cut it a little roomy for the free movement, the fabric is comfortable for sensitive skin...  And it can also withstand a temperature of over 1000 degrees. Completely bulletproof...  And machine washable, darling. That's a new feature."
5140,the incredibles,We're dead! We're dead! We survived but we're dead!
5141,the incredibles,"Stop it! We are not gonna die! Now, both of you will *get a grip*! Or so help me, I will *ground* you for a month. Understand?"
5142,the incredibles,"Settle down, are you kidding? I'm at the top of my game! I'm right up there with the big dogs! Girls, come on. Leave the saving of the world to the men? I don't think so."
5143,the incredibles,"Of course I have a secret identity. Can you see me in this at the, at the supermarket? Come on! Who'd want to go shopping as Elastigirl, know what I mean?"
5144,the incredibles,"No matter how many times you save the world, it always manages to get back in jeopardy again. Sometimes I just want it to stay saved! You know, for a little bit? I feel like the maid; I just cleaned up this mess! Can we keep it clean for... for ten minutes!"
5145,the incredibles,You're not affiliated with me!
5146,the incredibles,"Is this on? I mean, can break through walls, I just can't... can't get this on..."
5147,the incredibles,"Under tremendous public pressure and the crippling financial burden of mounting lawsuits, the goverment quietly initiated the Superhero Relocation Program. Superheroes were granted amnesty from past actions under the promise to never again resume hero work. Where are they now? They are living among us. Average people, average citizens quietly and anonymously making the world a better place."
5148,the incredibles,"Look, I'm The Dash. The Dash likes. Yeah-hah."
5149,the incredibles,Somebody needs to teach this hunk of metal... a few manners!
5150,the incredibles,This isn't the end of it! I will get your son eventually! I will get your son!
5151,the incredibles,"It's bigger. It's badder. Ladies and gentlemen, it's too much for Mr. Incredible!"
5152,the incredibles,"Every time they run, we take a shot!"
5153,the incredibles,"Easy, Helen, easy, easy girl. You're overreacting, everything's fine, they're just... all getting coffee! At the same time. Yeah."
5154,the incredibles,"Behold, the Underminer! I'm always beneath you, but nothing is beneath me! I hereby declare war on peace and happiness! Soon, all will tremble before me!"
5155,the incredibles,We look like bad guys. Incompetent bad guys!
5156,the incredibles,Hey! No force fields!
5157,the incredibles,"My God, you've gotten fat."
5158,the incredibles,"We've frozen all of Syndrome's assets. If he even sneezes, we'll be there with a hanky and a pair of handcuffs."
5159,the incredibles,Of course I have a secret identity. I don't know a single superhero who doesn't. Who wants the pressure of being super all the time?
5160,the incredibles,"Whoa, whoa, whoa. Time out!"
5161,the incredibles,"Oh, come on! You gotta admit this is cool! Just like a movie! The robot will emerge dramatically, do some damage, throw some screaming people, and just when all hope is lost, *Syndrome* will save the day! I'll be a bigger hero than you ever were!"
5162,the incredibles,Does this mean we have to move again?
5163,the insider,What's this have to do with the price of tea in China?
5164,the insider,"You manipulated me into where I am now - staring at the Brown and Williamson Building. It's all dark except the tenth floor. That's the legal department, where they fuck with my life!"
5165,the insider,"So, what you're saying is it wasn't enough to fire me for no good reason. Now you question my integrity? On top of the humiliation of being fired, you threaten me? You threaten my family? It never crossed my mind not to honor my agreement. And I will tell you, Mr. Sandefur... and Brown & Williamson too - fuck me? Well, fuck you!"
5166,the insider,"Will you tell him that when I conduct an interview, I sit anywhere I damn please!"
5167,the insider,"No that's fame. Fame has a fifteen minute half-life, infamy lasts a little longer."
5168,the insider,"I never left a source hang out to dry, ever! Abandoned! Not 'till right fucking now. When I came on this job I came with my word intact. I'm gonna leave with my word intact. Fuck the rules of the game!"
5169,the insider,Fuck it. Let's go to court.
5170,the insider,'Tortious interference?' That sounds like a disease caught by a radio.
5171,the insider,"I'm Lowell Bergmann, I'm from 60 Minutes. You know, you take the 60 Minutes out of that sentence, nobody returns your phone call."
5172,the insider,Stay away from me. Stay *away* from me!
5173,the insider,"I know what you're facing, Jeff. And, I think I know how you're feeling. In the Navy I flew A-6's off carriers. In combat, events have a duration of seconds, sometimes minutes. But what you're going through goes on day in and day out. Whether you're ready for it or not, week in, week out. Month after month after month. Whether you're up or whether you're down. You're assaulted psychologically. You're assaulted financially, which is its own special kind of violence because it's directed at your kids. What school can you afford? How will that affect their lives? You're asking yourself, ""Will that limit what they may become?"" You feel your whole family's future's compromised, held hostage. I do know how it is."
5174,the insider,"""Mike""? Try ""Mr. Wallace."" We work in the same corporation, doesn't mean we work in the same profession. What are you gonna do now? You gonna finesse me? Lawyer me some more? I've been in this profession fifty fucking years. You and the people you work for are destroying the most-respected, the highest-rated, the most-profitable show on this network!"
5175,the insider,"Do me a favor, will you - spare me, for God's sake, get in the real world, what do you think? I'm going to resign in protest? To force it on the air? The answer's ""no"". I don't plan to spend the end of my days wandering in the wilderness of National Public Radio. That decision I've already made."
5176,the insider,"You pay me to go get guys like Wigand, to draw him out. To get him to trust us, to get him to go on television. I do. I deliver him. He sits. He talks. He violates his own fucking confidentiality agreement. And he's only the key witness in the biggest public health reform issue, maybe the biggest, most-expensive corporate-malfeasance case in U.S. history. And Jeffrey Wigand, who's out on a limb, does he go on television and tell the truth? Yes. Is it newsworthy? Yes. Are we gonna air it? Of course not. Why? Because he's not telling the truth? No. Because he is telling the truth. That's why we're not going to air it. And the more truth he tells, the worse it gets!"
5177,the insider,Our standards have to be higher than anyone else because we are the standard of everyone else.
5178,the invention of lying,"Hi, I'm Bob I'm the spokesperson for the Coca-Cola company. I'm here today to ask you to continue buying coke. Sure it's a drink you've been drinking for years, and if you still enjoy it, I'd like to remind you to buy it again sometime soon. It's basically just brown sugar water, we haven't changed the ingredients much lately, so there's nothing new I can tell you about that. We changed the can around a little bit though. See, the colors here are different there, and we added a polar bear so the kids like us. Coke is very high in sugar and like any high calorie soda it can lead to obesity in children and adults who don't sustain a very healthy diet. So that's it, it's coke. It's very famous, everyone knows it. I'm Bob, I work for coke, and I'm asking you to not stop buying coke. That's all.It's a bit sweet. Thank you."
5179,the italian job,"Hang on, lads; I've got a great idea."
5180,the jacket,Jack Starks is *dead*.
5181,the jacket,How much time do we have?
5182,the jacket,I was 27 years old the first time I died.
5183,the jacket,"The real events that have happened to me have been fucked up, not my mind!"
5184,the king's speech,In this grave hour fuck fuck fuck perhaps the most fateful in our history bugger shit shit.  I send to every household of my p-p-peoples... The letter'P' is always difficult.
5185,the king's speech,"If we were equals, I wouldn't be here. I'd be at home with my wife, and no one would give a damn."
5186,the king's speech,"Waiting for me to... commence a conversation, one can wait rather a long wait."
5187,the kingdom,"This is not a game show, Mr. Fleury. And definitely there are no deals made here. There is me telling you what you may or may not do. And there is you doing it. That's it."
5188,the kingdom,I don't like your jokes.
5189,the kingdom,"Saudis, like Americans, don't do manual labor."
5190,the ladykillers,"The apostle John said, ""Behold, there is a stranger in our midst come to destroy us."""
