Cast;Country;Country - Split 1;Country - Split 2;Date Added;Date Added (copy);Date Added (group);Description;Director;Duration;Genre;Genre_Color;Listed In;Listed In - Split 2;Rating;Release Year;Release Year (group);Show Id;Title;Type;1;Count_Country;Count_Title
Aenie Wong, Janelle Chin, Karena Teo, Goh Wee Ping, Sam Chong;;;;21/10/2017;21/10/2017;2017-10-21;At the CARE detective agency, investigators see a lot of action but must always keep their cases secret, even when it affects their personal lives.;;1 Season;Crime;A;Crime TV Shows, International TV Shows, TV Dramas;TV;TV-14;2013;2010's;s6591;The Liar;TV Show;100;0;1
Sung-yeol Lee, Ji-hyun Nam, Clara Lee, Jin Won;South Korea;South Korea;;17/02/2017;17/02/2017;2017-02-17;A nerdy engineering student falls for a pretty, outgoing girl at his college. To get closer to her, he joins the theater group she belongs to.;;1 Season;International;A;International TV Shows, Korean TV Shows, Romantic TV Shows;TV;TV-14;2013;2010's;s3757;Love for Ten: Generation of Youth;TV Show;100;1;1
Lee Min-ho, Park Shin-hye, Kim Woo-bin, Krystal Jung, Kim Ji-won, Choi Jin-hyuk, Kang Ha-neul, Kim Sung-ryoung, Kim Mee-kyeong, Yoon Jin-seo;South Korea;South Korea;;15/11/2019;15/11/2019;2019-11-15;After a chance encounter in LA, two teens from different social backgrounds reunite at an exclusive high school attended by Korea’s über rich.;;1 Season;International;A;International TV Shows, Korean TV Shows, Romantic TV Shows;TV;TV-14;2013;2010's;s3001;Inheritors;TV Show;100;1;1
Weber Yang, Lin Yo-Wei, Megan Lai, Amanda Chou, Lucia Xie, Cherry Leung;Taiwan;Taiwan;;01/08/2016;01/08/2016;2016-08-01;When two single guys learn a woman they both slept with disappeared after giving birth, they decide to raise her baby girl together as a family.;;1 Season;International;A;International TV Shows, Romantic TV Shows, TV Comedies;TV;TV-14;2013;2010's;s7287;Two Fathers;TV Show;100;1;1
Aaron Yan, Puff Kuo, Katherine Wang, Dean Fujioka, Lyla Lin, Lin Yu-pin;Taiwan;Taiwan;;01/11/2016;01/11/2016;2016-11-01;When her uptight new boss and landlord starts a war on office romances, plucky Liang-liang quickly starts looking for ways to get him to lighten up.;;1 Season;International;A;International TV Shows, Romantic TV Shows, TV Comedies;TV;TV-14;2013;2010's;s3253;Just You;TV Show;100;1;1
George Hu, Annie Chen, Mandy Tao, Jack Lee, Tan Ai-Chen, Jian Chang, Wang Chuan;Taiwan;Taiwan;;01/11/2016;01/11/2016;2016-11-01;After a chance meeting at a ballpark, the kind son of a former gangster tries to help an outgoing radio DJ get over her recent heartbreak.;;1 Season;International;A;International TV Shows, Romantic TV Shows, TV Comedies;TV;TV-14;2013;2010's;s3749;Love Around;TV Show;100;1;1
Tammy Chen, Kingone Wang, Hsieh Kun Da, Chuang Kai-Hsun, Jenna Wang;Taiwan;Taiwan;;01/01/2017;01/01/2017;2017-01-01;An unexpected pregnancy sends a woman back to her hometown to share a house with three nice guys. Each has problems, but each would make a great dad.;;1 Season;International;A;International TV Shows, Romantic TV Shows, TV Comedies;TV;TV-14;2013;2010's;s2607;Happy 300 Days;TV Show;100;1;1
Mandy Wei, Yao Yuan Hao, Wang Si Ping, Yang Zheng, Jenna Wang, Nylon Chen;;;;02/01/2019;02/01/2019;2019-01-02;After losing everything, a prima ballerina accepts a stranger's offer to dial back time and reclaim what was taken from her – but at a great price.;;1 Season;International;A;International TV Shows, Romantic TV Shows, TV Dramas;TV;TV-14;2013;2010's;s1566;Déjà Vu;TV Show;100;0;1
Rui En, Romeo Tan, Rebecca Lim, Zhang Zhenhuan;Singapore;Singapore;;01/10/2017;01/10/2017;2017-10-01;A car accident sends four lawyers spiraling in different directions as they scramble to rebuild their shattered lives.;;1 Season;International;A;International TV Shows, Romantic TV Shows, TV Dramas;TV;TV-14;2013;2010's;s5871;Sudden;TV Show;100;1;1
Aras Bulut İynemli, Eva Dedova, Fahreddin Manafov, Melahat Abbasova, Polat Bilgin, Mehmet Çevik, Shamil Suleimanov, Şafak Başkaya, İlker Kızmaz, Kristina Krepela, Ufuk Şen;Turkey, Azerbaijan;Turkey;Azerbaijan;26/12/2016;26/12/2016;2016-12-26;In the 16th century, the heir to a Muslim empire embarks on a dangerous journey to find his true love, who was taken away by her Christian father.;;1 Season;International;A;International TV Shows, Romantic TV Shows, TV Dramas;TV;TV-14;2013;2010's;s3870;Mahmut & Meryem;TV Show;100;1;1
Jiro Wang, Pets Tseng, Sam Lin, Sylvia Wang, Wes Lo, Wayne Huang, Xu Ming-jie, Ba Yu, Emily Tsai, Chen Bo-zheng, Nylon Chen, Na Wei-hsun;;;;30/04/2019;30/04/2019;2019-04-30;As a guardian of space-time order, 28-year-old Wang Dadong returns to Bale High School to investigate an anomaly and clashes with King.;;1 Season;International;A;International TV Shows, TV Comedies, TV Dramas;TV;TV-14;2013;2010's;s3267;K.O. One Re-act;TV Show;100;0;1
Ulka Gupta, Gautami Kapoor, Reema Shaikh, Vinay Jain, Manav Gohil, Helly Shah;India;India;;01/04/2017;01/04/2017;2017-04-01;The life of a 14-year-old girl is thrown into turmoil when her father dies, forcing her mother to make hard choices for their family.;;1 Season;International;A;International TV Shows, TV Dramas;TV;TV-14;2013;2010's;s3356;Khelti Hai Zindagi Aankh Micholi;TV Show;100;1;1
Michael Izquierdo;United States;United States;;01/03/2019;01/03/2019;2019-03-01;This series highlights a diverse group of survivalists as they prepare for various catastrophic scenarios that could cause civilization to collapse.;;1 Season;Reality;A;Reality TV, Science & Nature TV;TV,;TV-14;2013;2010's;s1827;Doomsday Preppers;TV Show;100;1;1
Kaori Ishihara, Yuki Kaji, Haruka Tomatsu, Daisuke Ono, Ryohei Kimura, Yoshimasa Hosoya, Takahiro Sakurai, Showtaro Morikubo, Yui Horie, Tomokazu Sugita;Japan;Japan;;21/06/2019;21/06/2019;2019-06-21;A land of mysterious ruins and a magical treasure hunt await young Aladdin and his courageous friend Alibaba for the adventure of their lives.;;2 Seasons;Anime;A;Anime Series, International TV Shows;Series,;TV-14;2013;2010's;s3854;Magi: The Labyrinth of Magic;TV Show;100;1;1
Malik Nejer, Abdulaziz Alshehri;Saudi Arabia;Saudi Arabia;;09/12/2020;09/12/2020;2020-12-09;Through dark comedy and eccentric characters, this web series offers a humorous view of the changes and cultural shifts in Saudi Arabia from 2011-2019.;;4 Seasons;International;A;International TV Shows, TV Comedies;TV;TV-14;2013;2010's;s3978;Masameer Classics;TV Show;100;1;1
Natsuki Hanae, Risa Taneda, Ayane Sakura, Ryota Osaka, Saori Hayami, Yuki Kaji;Japan;Japan;;01/03/2016;01/03/2016;2016-03-01;After his mother's death, a piano prodigy's will to play disappears. But meeting a free-spirited girl who plays the violin turns his life around.;;1 Season;Anime;A;Anime Series, International TV Shows, Romantic TV Shows;Series,;TV-14;2014;2010's;s7741;Your lie in April;TV Show;100;1;1
Yuichi Nakamura, Saori Hayami, Yumi Uchiyama, Takuma Terashima, Satomi Sato, Atsushi Tamaru, Sora Amamiya, Yuiko Tatsumi, Marina Inoue, Ryohei Kimura, Junichi Suwabe, Kana Hanazawa, Mai Nakahara, Saki Ogasawara, Haruka Tomatsu, Tomokazu Sugita, Yoshitsugu Matsuoka, Ayumu Murase;Japan;Japan;;15/11/2017;15/11/2017;2017-11-15;Siblings Tatsuya and Miyuki enroll at Magic High School, where Miyuki's honors status comes between her and her underachieving older brother.;;1 Season;Anime;A;Anime Series, International TV Shows, Teen TV Shows;Series,;TV-14;2014;2010's;s6511;The Irregular at Magic High School;TV Show;100;1;1
Natsuki Hanae, Kana Hanazawa, Ai Kayano, Ryota Osaka, Kaito Ishikawa, Mikako Komatsu, Kaori Ishihara, Kaori Nazuka, Masuo Amada, Junji Majima, Motomu Kiyokawa, Kohsuke Toriumi;Japan;Japan;;01/08/2020;01/08/2020;2020-08-01;In a world where humans are divided between the land and the sea, four childhood friends from the ocean must attend middle school on the surface.;;1 Season;Anime;A;Anime Series, Romantic TV Shows, Teen TV Shows;Series,;TV-14;2014;2010's;s4386;Nagi-Asu: A Lull in the Sea;TV Show;100;1;1
Harold Shipman;United Kingdom;United Kingdom;;01/02/2019;01/02/2019;2019-02-01;Interviews and dramatic reconstructions illuminate the twisted motivations and brazen crimes of serial killer and respected physician, Harold Shipman.;;1 Season;British;A;British TV Shows, Crime TV Shows, Docuseries;TV;TV-14;2014;2010's;s2634;Harold Shipman - Driven to Kill;TV Show;100;1;1
David Attenborough;United Kingdom;United Kingdom;;20/06/2016;20/06/2016;2016-06-20;This documentary series follows wild creatures in their native habitats as they navigate the perilous journey from birth to adulthood and beyond.;;1 Season;British;A;British TV Shows, Docuseries, Science & Nature TV;TV;TV-14;2014;2010's;s3633;Life Story;TV Show;100;1;1
Santiwithi Phrombut, Jamorn Kijsawapak, Orrawan Phuakthaisong;;;;23/02/2018;23/02/2018;2018-02-23;Firsthand accounts, re-enactments and computer-generated graphics retell in detail Thailand's biggest news stories from the past.;;1 Season;Crime;A;Crime TV Shows, Docuseries, International TV Shows;TV;TV-14;2014;2010's;s7101;Timeline;TV Show;100;0;1
Sara Maldonado, Erik Hayser, Andrés Palacios, Dagoberto Gama, Luis Ernesto Franco, Arcelia Ramírez, Eréndira Ibarra;Mexico, United States;Mexico;United States;01/02/2017;01/02/2017;2017-02-01;"Inspired by the famous song ""Contrabando y Traición,"" Camelia, a beautiful girl from San Antonio, kills her lover and becomes a legendary drug runner.";Carlos Bolado;1 Season;Crime;A;Crime TV Shows, Romantic TV Shows, Spanish-Language TV Shows;TV;TV-14;2014;2010's;s1187;Camelia la Texana;TV Show;100;1;1
Hee-ae Kim, Ah-in Yoo, Hye-jin Shim, Hyuk-kwon Park, Hye-eun Kim, Soo-jin Kyung, Yong-gun Kim, Chang-wan Kim, Tae-hwan Choi, Kan-hie Lee;South Korea;South Korea;;22/05/2017;22/05/2017;2017-05-22;A married middle-aged woman is swept off her feet, both romantically and artistically, by a gifted young pianist.;;1 Season;International;A;International TV Shows, Korean TV Shows, Romantic TV Shows;TV;TV-14;2014;2010's;s5459;Secret Affair;TV Show;100;1;1
Lizzy, Jung-min Park, Sang-hee Lee;South Korea;South Korea;;01/07/2017;01/07/2017;2017-07-01;An aspiring hair stylist opens her own salon. It turns into a mail-holding hub for busy neighbors, but she seizes the chance to promote her business.;;1 Season;International;A;International TV Shows, Korean TV Shows, Romantic TV Shows;TV;TV-14;2014;2010's;s4171;Momo Salon;TV Show;100;1;1
Aaron Yan, Tia Lee, Jack Lee, Katherine Wang, Beatrice Fang, Vince Kao, Chen Bor Jeng;Taiwan;Taiwan;;01/10/2016;01/10/2016;2016-10-01;The head of a struggling ad agency finds herself torn between a hotshot executive and a kind stranger – not realizing they're the same person.;;1 Season;International;A;International TV Shows, Romantic TV Shows, TV Comedies;TV;TV-14;2014;2010's;s2097;Fall in Love with Me;TV Show;100;1;1
George Hu, Phoebe Yuan, Hsieh Kun Da, Jay Shih, Smile Weng, Jet Chao, Jessie Chang;Taiwan;Taiwan;;01/10/2016;01/10/2016;2016-10-01;Three years after making a wild promise to a woman in distress, a rigid businessman runs into her again and must decide whether to honor his word.;;1 Season;International;A;International TV Shows, Romantic TV Shows, TV Comedies;TV;TV-14;2014;2010's;s3751;Love Cheque Charge;TV Show;100;1;1
Jeanette Aw, Patrick Lee, Huang Qi Ming, Sora Ma, Hong Huifang, Xu Bin, Chen Shucheng;;;;01/07/2017;01/07/2017;2017-07-01;A spoiled young woman steps in to save her family’s restaurant with her cooking and tasting skills while balancing her complicated love life.;;1 Season;International;A;International TV Shows, Romantic TV Shows, TV Dramas;TV;TV-14;2014;2010's;s5753;Spice Up;TV Show;100;0;1
Kıvanç Tatlıtuğ, Farah Zeynep Abdullah, Fahriye Evcen, Ushan Çakır, Birkan Sokullu;Turkey;Turkey;;26/12/2016;26/12/2016;2016-12-26;A Turkish lieutenant and the daughter of Russian nobles fight for their love against forces of family and social expectation and historical events.;;1 Season;International;A;International TV Shows, Romantic TV Shows, TV Dramas;TV;TV-14;2014;2010's;s3476;Kurt Seyit & Sura;TV Show;100;1;1
Aakarshan Singh, Vikramjeet Virk, Reena Aggarwal, Khalid Siddiqui, Abigail Jain, Rishabh Jain;India;India;;01/04/2017;01/04/2017;2017-04-01;Shy nerd Aryan learns soon after his 18th birthday that he has inherited superpowers, which he must use to vanquish a variety of evil threats.;;1 Season;International;A;International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy;TV;TV-14;2014;2010's;s3866;Maharakshak: Aryan;TV Show;100;1;1
Ha Yu, Tay Ping Hui, Jeanette Aw, Elvin Ng, Yvonne Lim, Zhang Zhenhuan, Vivian Lai, Ian Fang, Xu Bin;Singapore;Singapore;;01/07/2017;01/07/2017;2017-07-01;A group of struggling individuals are united by a love of soccer. At the center is Renxin, a reclusive widower and former coach who needs new hope.;;1 Season;International;A;International TV Shows, TV Dramas;TV;TV-14;2014;2010's;s7665;World at Your Feet;TV Show;100;1;1
Romeo Tan, Rebecca Lim, Sora Ma, Xu Bin, Chen Liping, Chen Hanwei, Yao Wenlong, Eelyn Kok, Dennis Chew;Singapore;Singapore;;01/07/2017;01/07/2017;2017-07-01;When a frustrated businessman starts his own firm, it soon morphs into a way to help senior citizens refresh their dying traditional trades.;;1 Season;International;A;International TV Shows, TV Dramas;TV;TV-14;2014;2010's;s7710;Yes We Can!;TV Show;100;1;1
Thomas Ong, Jack Tan, Margaret Wang, Kate Pang, Huang Qi Ming, Aileen Tan, Rayson Tan, Zhang Shui Fa;South Korea;South Korea;;01/08/2017;01/08/2017;2017-08-01;When the children of two families become friends, they begin to unravel a horrific crime in the past that already linked their fathers to each other.;;1 Season;International;A;International TV Shows, TV Dramas;TV;TV-14;2014;2010's;s2011;Entangled;TV Show;100;1;1
Romeo Tan, Sheila Sim, Yuan Shuai, Aloysius Pang;Singapore;Singapore;;01/07/2017;01/07/2017;2017-07-01;After a car accident enables a young woman to hear mysterious sounds, she meets a mortician. Together, they listen to ghosts and try to help them.;;1 Season;International;A;International TV Shows, TV Dramas, TV Horror;TV;TV-14;2014;2010's;s4376;Mystic Whispers;TV Show;100;1;1
Thanapatpisal Sananthachat, Panisara Montharat, Sutatta Udomsilp, Teetatch Ratanasritai, Fame Chawin Likitjareonpong, Paladesh Kemisara, Thiti Mahayotaruk, Napat Chokejindachai, Um Apasiri Nitibhon, Skye Nateeton Wongrawee, Narikun Ketprapakorn, Sirinya Tantipongwatana, Chutavuth Pattarakampol, Thanyanan Pipatchaisiri, Sirachuch Chienthaworn, Jirayus Khawbaimai, Gunn Junhavat, Pavadee Komchokpaisan, Nichaphat Chatchaipholrat, Natthida Trichaiya, Kanyawee Songmuang, Claudine Craig, Sarit Trilertvichien, Teeradon Supapunpinyo, Narupornkamol Chaisang, Atthaphan Poonsawas, Oabnithi Wiwattanawarang;Thailand;Thailand;;01/03/2019;01/03/2019;2019-03-01;A group of teens searches for the dark truth behind their school's mysterious and brutal history.;;1 Season;International;A;International TV Shows, TV Horror, TV Mysteries;TV;TV-14;2014;2010's;s7047;ThirTEEN Terrors;TV Show;100;1;1
Aimee Teegarden, Matt Lanter, Grey Damon, Malese Jow, Greg Finley, Natalie Hall, Titus Makin Jr., Chelsea Gilligan;United States;United States;;16/04/2015;16/04/2015;2015-04-16;The passionate love between an alien boy and a human girl grows more and more dangerous as they face the wrath of their families and communities.;;1 Season;Romantic;A;Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy;TV;TV-14;2014;2010's;s5792;Star-Crossed;TV Show;100;1;1
Moayed Althagafi, Khairiah Abulaban, Ali Alsharif, Adel Redwan, Redwan Alremey, Hind Alsaigh, Reem Alhabib, Khaled Bamashmoos, Fahad Ghazoli, Dareen Albayedh, Naif Althufairi, Mohammad Balkhi;Saudi Arabia;Saudi Arabia;;15/08/2020;15/08/2020;2020-08-15;In Jeddah, Saudi Arabia, a young aspiring filmmaker and his circle of friends grapple with family expectations, gender roles, romance and rivalry.;;2 Seasons;International;A;International TV Shows, TV Dramas;TV;TV-14;2014;2010's;s5968;Takki;TV Show;100;1;1
Jeff Probst, Jerri Manthey, Colby Donaldson, Rupert Boneham, Parvati Shallow, Rob Mariano, Amanda Kimmel, James Clement, Amber Brkich, Alicia Calaway, Ethan Zohn, Tina Wesson;United States;United States;;15/11/2020;15/11/2020;2020-11-15;In this long-running reality competition series, players battle the elements and each other as they vie for $1 million and the title of Sole Survivor.;;2 Seasons;Reality;A;Reality TV;TV;TV-14;2014;2010's;s5927;Survivor;TV Show;100;1;1
Meiyang Chang, Surbhi Jyoti;India;India;;01/06/2017;01/06/2017;2017-06-01;From teen lovers defying social and religious taboos to a student falling for her teacher, these stories explore joy and heartache in modern romance.;;3 Seasons;International;A;International TV Shows, Romantic TV Shows, TV Dramas;TV;TV-14;2014;2010's;s5018;Pyaar Tune Kya Kiya;TV Show;100;1;1
Allan Hawco, Krystin Pellerin, Marthe Bernard, Mark O'Brien, Sean McGinley, Lynda Boyd, Bob Cole, Steve O'Connell, Sean Panting, Rachel Wilson;Canada;Canada;;28/05/2020;28/05/2020;2020-05-28;A pair of father and son private investigators tries to keep their combustible personal lives in check while tackling an intriguing array of cases.;;6 Seasons;Crime;A;Crime TV Shows, TV Comedies, TV Dramas;TV;TV-14;2014;2010's;s5165;Republic of Doyle;TV Show;100;1;1
Jon Hamm, Elisabeth Moss, Vincent Kartheiser, January Jones, Christina Hendricks, Aaron Staton, Rich Sommer, John Slattery, Kiernan Shipka, Robert Morse, Michael Gladis, Christopher Stanley, Bryan Batt, Jared Harris, Jessica Paré, Alison Brie, Jay R. Ferguson, Ben Feldman, Mark Moses, Alexa Alemanni, Julie McNiven;United States;United States;;22/03/2015;22/03/2015;2015-03-22;Set in 1960s New York City, this award-winning series takes a peek inside an ad agency during an era when the cutthroat business had a glamorous lure.;;7 Seasons;TV;A;TV Dramas;Dramas;TV-14;2014;2010's;s3839;Mad Men;TV Show;100;1;1
Makoto Furukawa, Kaito Ishikawa, Yuki Kaji, Aoi Yuki, Kazuhiro Yamaji, Kenjiro Tsuda, Minami Takayama, Tessho Genda;Japan;Japan;;20/03/2017;20/03/2017;2017-03-20;The most powerful superhero in the world can kill anyone with one blow. But nothing can challenge him, so he struggles with ennui and depression.;;1 Season;Anime;A;Anime Series, Crime TV Shows, International TV Shows;Series,;TV-14;2015;2010's;s4658;One-Punch Man;TV Show;100;1;1
Minami Takayama, Alison Retzloff, Wakana Yamazaki, Colleen Clinkenbeard, Akira Kamiya, R. Bruce Elliott, Wataru Takagi, Chafurin, Mark Stoddard;Japan;Japan;;04/01/2019;04/01/2019;2019-01-04;Turned into a young boy by a sinister potion, teen sleuth Conan helps solve baffling crimes while tracking down the nefarious agents who poisoned him.;;1 Season;Anime;A;Anime Series, Crime TV Shows, TV Thrillers;Series,;TV-14;2015;2010's;s1234;Case Closed;TV Show;100;1;1
Ryuichi Kijima, Hiroaki Hirata, Kazuya Nakai, Sayaka Ohara, Daisuke Sakaguchi, Maaya Sakamoto;Japan;Japan;;15/07/2019;15/07/2019;2019-07-15;An enemy immune to conventional arms has caused the collapse of civilization and humanity's only hope lies in a new living weapon: the God Arc.;;1 Season;Anime;A;Anime Series, International TV Shows;Series,;TV-14;2015;2010's;s2452;God Eater;TV Show;100;1;1
Suzannah Lipscomb;United Kingdom;United Kingdom;;01/09/2016;01/09/2016;2016-09-01;Historian Suzannah Lipscomb investigates the witch hunts that plagued Britain in the 17th century, examining common myths about their origin.;;1 Season;British;A;British TV Shows, Crime TV Shows, Docuseries;TV;TV-14;2015;2010's;s7646;Witches: A Century of Murder;TV Show;100;1;1
Mark Bazeley;United Kingdom;United Kingdom;;01/09/2016;01/09/2016;2016-09-01;Skeptics and others discuss widely held conspiracy theories involving aliens, government cover-ups, secret assassinations and other intrigues.;;1 Season;British;A;British TV Shows, Docuseries;TV;TV-14;2015;2010's;s1488;Conspiracy;TV Show;100;1;1
Will Millard;United Kingdom;United Kingdom;;01/02/2019;01/02/2019;2019-02-01;In a far corner of the Pacific Ocean, people who live entirely at sea share insights into their incredible amphibious lifestyle.;;1 Season;British;A;British TV Shows, Docuseries;TV;TV-14;2015;2010's;s2873;Hunters of the South Seas;TV Show;100;1;1
Eddie Marsan, Bertie Carvel, Marc Warren, Charlotte Riley, Alice Englert, Samuel West, Enzo Cilenti, Paul Kaye, Edward Hogg, Ariyon Bakare;United Kingdom;United Kingdom;;25/08/2016;25/08/2016;2016-08-25;In 1806, ambitious magician Norrell leads a revival of practical magic in England and ignites a fierce rivalry with bold young conjurer Strange.;Toby Haynes;1 Season;British;A;British TV Shows, TV Dramas, TV Sci-Fi & Fantasy;TV;TV-14;2015;2010's;s3220;Jonathan Strange & Mr Norrell;TV Show;100;1;1
;United States;United States;;01/07/2019;01/07/2019;2019-07-01;Mixing dramatic re-enactments with real-life footage, this series delves into the tormented psyches of the world's most infamous serial killers.;;1 Season;Crime;A;Crime TV Shows, Docuseries;TV;TV-14;2015;2010's;s3016;Inside the Mind of a Serial Killer;TV Show;100;1;1
Kye-sang Yoon, Beom-su Lee, Ye-ji Seo, Won-sang Park, Ye-jin Park, Hyung-jin Gong, Jong-jun Jeong, Se-ha Ahn, Jae-yee Goo, Yong-woo Lee;South Korea;South Korea;;22/05/2017;22/05/2017;2017-05-22;When his big stock plan fails, a hotshot fund manager winds up homeless and must learn the secret ranking system of the street in order to survive.;;1 Season;Crime;A;Crime TV Shows, International TV Shows, Korean TV Shows;TV;TV-14;2015;2010's;s3537;Last;TV Show;100;1;1
Camila Sodi, Iván Sánchez, José María de Tavira, Hugo Stiglitz, José Sefami, Mauricio Isaac, Paulina Gaitán, Mara Cuevas, Mario Zaragoza, Alejandro Durán, Emilio Savinni, Pakey Vázquez, Anilú Pardo, Claudette Maillé, Rodrigo Murray, Camila Selser, Saúl Lisazo, Eréndira Ibarra;Mexico;Mexico;;05/05/2018;05/05/2018;2018-05-05;Wealthy, beautiful Valentina falls in love, only to realize that her man and her family are involved with one of Mexico's most powerful drug cartels.;;1 Season;Crime;A;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;TV;TV-14;2015;2010's;s4135;Miss Dynamite;TV Show;100;1;1
Kate del Castillo, Jorge Zabaleta, José María Torre, Tony Dalton, Géraldine Bazán, Ximena Duque, Adriana Barraza, Juan Pablo Llano, Daniela Wong, Tiago Correa, Margarita Muñoz, Miguel Varoni, Ariel Texido, María Luisa Flores, Alberto Jiménez, Andrea López, Maxi Iglesias, Jorge Hernández, Alberto Mateo, Sofía Lama;United States, Chile;United States;Chile;25/02/2017;25/02/2017;2017-02-25;When Anastasia Cardona's drug lord husband is murdered, she inherits his cocaine empire, leading to a life of wealth, power, violence and betrayal.;;1 Season;Crime;A;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;TV;TV-14;2015;2010's;s1891;Dueños del paraíso;TV Show;100;1;1
Alexander Petrov, Fillip Gorenshtein, Maksim Emelyanov, Aleksey Vesyolkin, Zoya Berber, Ieva Andrejevaite;Russia;Russia;;01/08/2017;01/08/2017;2017-08-01;As four Russian friends grow up in the early '60s, life, love and the curse of success threaten to derail their dreams.;;1 Season;Crime;A;Crime TV Shows, International TV Shows, TV Dramas;TV;TV-14;2015;2010's;s2117;Fartsa;TV Show;100;1;1
Tay Ping Hui, Joanne Peh, Zhang Yaodong, Paige Chua, Akit Tay;Singapore;Singapore;;01/06/2017;01/06/2017;2017-06-01;With the help of a cop, a psychologist and a woman who can foretell the future, a brilliant paralegal works to solve an array of perplexing mysteries.;;1 Season;Crime;A;Crime TV Shows, International TV Shows, TV Dramas;TV;TV-14;2015;2010's;s4107;Mind Game;TV Show;100;1;1
Christina Ricci, Clea DuVall, Cole Hauser, Dylan Taylor, John Ralston, Bradley Stryker, Olivia Llewellyn, Jeff Wincott, Jessy Schram, Martha Irving, Gabrielle Trudel;United States;United States;;01/02/2016;01/02/2016;2016-02-01;Exonerated in the murder of her father and stepmother, Lizzie Borden takes on crime lords, detectives and other foes as she savors her new infamy.;;1 Season;Crime;A;Crime TV Shows, TV Dramas, TV Thrillers;TV;TV-14;2015;2010's;s6608;The Lizzie Borden Chronicles;TV Show;100;1;1
;United States;United States;;23/07/2020;23/07/2020;2020-07-23;Legendary crooner Frank Sinatra's life and talent are captured in this documentary series featuring fond memories from friends, family and colleagues.;Alex Gibney;1 Season;Docuseries;A;Docuseries;;TV-14;2015;2010's;s5620;Sinatra: All or Nothing at All;TV Show;100;1;1
;France, Germany;France;Germany;08/12/2016;08/12/2016;2016-12-08;This documentary series recounts the tumultuous history of Cuba, a nation of foreign conquest, freedom fighters and Cold War political machinations.;;1 Season;Docuseries;A;Docuseries, International TV Shows;International;TV-14;2015;2010's;s6259;The Cuba Libre Story;TV Show;100;1;1
Eun-mi Go, Jaehyo, Eun-Hyung Jo, Ha-yeon Kim, Shin Yi, Kwang-sun Park;South Korea;South Korea;;28/04/2017;28/04/2017;2017-04-28;A happy secret romance between a 40-year-old woman and a 25-year-old man is complicated after a greeting card grants her wish to be young again.;;1 Season;International;A;International TV Shows, Korean TV Shows, Romantic TV Shows;TV;TV-14;2015;2010's;s7556;What in the World Happened?;TV Show;100;1;1
Luna, U-kwon, Ha-na Jung, B-Bomb, Ha-seong Park;South Korea;South Korea;;28/04/2017;28/04/2017;2017-04-28;Sang-ah would do anything to shield pop star Ah-shin from rabid fans. But after an act of protection gone wrong, it looks like she's the crazy one.;;1 Season;International;A;International TV Shows, Korean TV Shows, Romantic TV Shows;TV;TV-14;2015;2010's;s3243;Jumping Girl;TV Show;100;1;1
Jin-mo Joo, Sa-rang Kim, Junior, Ja-in Lee, Sung-hyun Baek, So-hui Yoon;South Korea;South Korea;;22/05/2017;22/05/2017;2017-05-22;A renowned actor who is still pining over the loss of his first real love writes an autobiography about his memories of her, hoping to reconnect.;;1 Season;International;A;International TV Shows, Korean TV Shows, Romantic TV Shows;TV;TV-14;2015;2010's;s7050;This Is My Love;TV Show;100;1;1
Choi Ji-woo, Lee Sang-yun, Choi Won-young, Kim Min-jae, Son Na-eun, Jung Soo-young, Choi Yoon-so, Park Hyo-ju;South Korea;South Korea;;16/10/2019;16/10/2019;2019-10-16;Facing major changes, a mother realizes it's time to live for herself and decides to enroll in college, where she finds her dream as well as new love.;;1 Season;International;A;International TV Shows, Korean TV Shows, Romantic TV Shows;TV;TV-14;2015;2010's;s5457;Second 20s;TV Show;100;1;1
Lee Hye-ri, Park Bo-gum, Ryu Jun-yeol, Ko Kyoung-pyo, Lee Dong-hwi, Ryu Hye-young, Sung Dong-il, Lee Il-hwa;South Korea;South Korea;;01/01/2020;01/01/2020;2020-01-01;Take a nostalgic trip back to the late 1980s through the lives of five families and their five teenage kids living in a small neighborhood in Seoul.;;1 Season;International;A;International TV Shows, Korean TV Shows, Romantic TV Shows;TV;TV-14;2015;2010's;s5162;Reply 1988;TV Show;100;1;1
Samantha Armstrong;;;;02/10/2019;02/10/2019;2019-10-02;In this reality series, everyday individuals adopt healthier lifestyles and transform their bodies to reclaim their confidence – with dramatic results.;;1 Season;International;A;International TV Shows, Reality TV;TV;TV-14;2015;2010's;s1108;Bringing Sexy Back;TV Show;100;0;1
Jack Tan, Rain Shuaiyu, Rickman Chia, Orange Tan, Bernard Shen Jun, Kopi Lim Guo Wei, Dennis Gan;;;;08/05/2019;08/05/2019;2019-05-08;An aspiring actor uses a magical book to transport himself inside the movies he had always dreamed of starring in – but not without consequences.;;1 Season;International;A;International TV Shows, Romantic TV Shows, TV Comedies;TV;TV-14;2015;2010's;s5463;Secret of Success;TV Show;100;0;1
