,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
827,The Tower,2012,Not Rated,11 Jan 2013,121 min,"Action, Drama, Thriller",Ji-hoon Kim,"Sang-don Kim (screenplay), Ji-hoon Kim (adaptation), Yeong-ah Yoo (adaptation), Wendee Lee (adr script writer), Jun-Seok Heo","Kyung-gu Sol, Son Ye-Jin, Kim Sang-kyung, In-kwon Kim","On Christmas Eve at Tower Sky, an ultra-luxurious building complex, a White Christmas party is held to dazzle its equally high-end tenants and VIP guests. Dae-ho, the manager of the building and single father, is forced to cancel plans with his daughter Hana to work the event. His Christmas is saved when Yoon-hee, the food mall manager with a secret crush on Dae-ho, offers to babysit Hana during the party. Meanwhile, Young-ki the legendary fire chief of Yoido Station has finally promised his first holiday date night to his long suffering wife. The party is in full swing with the spectacular sight of two helicopters flying overhead just to spray snow on the partygoers and make everything perfect. When unthinkable disaster strikes, Dae-ho and Young-ki must summon all their strength and courage to save the lives of thousands but at what cost to themselves and their loved ones?","Korean, French",South Korea,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMzEyNTIzODI5NF5BMl5BanBnXkFtZTgwMzI1MTAzMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}]",N/A,6.6,"5,555",tt2554270,movie,23 Dec 2016,N/A,CJ Entertainment,N/A,True
828,Halls of Montezuma,1951,Approved,22 Mar 1951,113 min,"Action, Adventure, Drama, War",Lewis Milestone,Michael Blankfort,"Richard Widmark, Jack Palance, Reginald Gardiner, Robert Wagner",The Marines attack a strongly held enemy island in the Pacific. We follow them from the beach to a Japanese rocket site through enemy infested jungle as their ex-school teacher leader is transformed into a battle veteran and his squad becomes a tight fighting unit.,"English, Japanese",USA,N/A,https://m.media-amazon.com/images/M/MV5BZDExNzE3YjMtZTcwYy00ZmU0LWE1ZDktYmNkMDkyY2I2ZTllL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,6.6,"2,488",tt0042539,movie,25 Nov 2015,N/A,Twentieth Century Fox,N/A,True
829,Charlie and the Chocolate Factory,2005,PG,15 Jul 2005,115 min,"Adventure, Comedy, Family, Fantasy, Musical",Tim Burton,"Roald Dahl (book), John August (screenplay)","Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter","When Willy Wonka decides to let five children into his chocolate factory, he decides to release five golden tickets in five separate chocolate bars, causing complete mayhem. The tickets start to be found, with the fifth going to a very special boy, called Charlie Bucket. With his Grandpa, Charlie joins the rest of the children to experience the most amazing factory ever. But not everything goes to plan within the factory.",English,"UK, USA, Australia",Nominated for 1 Oscar. Another 15 wins & 51 nominations.,https://m.media-amazon.com/images/M/MV5BNjcxMjg1Njg2NF5BMl5BanBnXkFtZTcwMjQ4NzMzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.6,"434,968",tt0367594,movie,15 Jan 2008,"$206,459,076","Village Roadshow Pictures, Warner Bros., Zanuck Company, Plan B Films",N/A,True
830,Tuck Everlasting,2002,PG,11 Oct 2002,90 min,"Drama, Family, Fantasy, Romance",Jay Russell,"Natalie Babbitt (novel), Jeffrey Lieber (screenplay), James V. Hart (screenplay)","Alexis Bledel, William Hurt, Sissy Spacek, Jonathan Jackson","Tuck Everlasting is the story of a girl named Winnie and a family whom she meets, the Tucks. The Tucks have a secret, they're immortal.They drank water from a spring that was actually a fountain of youth. Until the end of time, they will stay that way. Winnie falls in love with one of the Tucks, Jesse, a ""17""-year-old boy who shares the same feelings for her. Scared of death, Winnie must choose between being immortal and being with Jesse or following the circle of life and dying someday. The Tucks try to teach her how she shouldn't fear death, how they would give anything to die. It teaches the importance and understanding of life and death.It shows that you should not fear death, but to fear an unlived life.","English, French",USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BYmU2NjI0ZTktM2E2Ni00YTMxLTg2NDMtMmIyYTQ4NTY0MWQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.6,"21,402",tt0283084,movie,14 Jun 2016,"$19,161,999","Walt Disney Pictures, Beacon Communications",N/A,True
831,"I, Olga Hepnarova",2016,Not Rated,24 Mar 2017,105 min,"Biography, Crime, Drama, Thriller","Petr Kazda, Tomás Weinreb","Roman Cílek (story), Tomás Weinreb (screenplay), Petr Kazda (screenplay)","Michalina Olszanska, Martin Pechlát, Klára Melísková, Marika Soposká","Raised in Prague, Olga Hepnarová, a timid by nature and troubled child with no friends, was frequently bullied by her classmates. Living in such a strict family environment, feeling alone and unable to cope with life's issues, she gradually alienated herself, and as a result, Olga unable to fit in, she began feeling a raging hatred growing inside her, towards the indifference of a society that in the tragic end, left her destroyed by its people. Eventually, Olga rejected by everyone and marginalised, she meticulously plotted against society in silence, declaring her intention for revenge against her family and the world..","Czech, Slovak","Czech Republic, Poland, France, Slovakia",10 wins & 26 nominations.,https://m.media-amazon.com/images/M/MV5BYjYyNWRkOGUtMWJhNy00ZGJkLTg4NWItNjhjZGZkNmRmMmNkXkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.6,"2,293",tt2953762,movie,26 Jul 2017,N/A,Black Balance,N/A,True
832,A Horrible Woman,2017,N/A,25 Dec 2017,86 min,Drama,Christian Tafdrup,"Christian Tafdrup, Mads Tafdrup","Anders Juul, Amanda Collin, Rasmus Hammerich, Sidse Mickelborg","When Rasmus meets Marie, he is certain that she is the love of his life. However, it doesn't take long before it turns out she is a possessive and manipulative being, that cunningly dissects Rasmus to pieces.",Danish,Denmark,4 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BZTU2N2U1YzUtMGNiYi00ZGJjLWE3YmQtMzIzMGI2ZDBhNDhjXkEyXkFqcGdeQXVyMjI1NjM3MzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"1,799",tt6286796,movie,N/A,N/A,N/A,N/A,True
833,Blast from the Past,1999,PG-13,12 Feb 1999,112 min,"Comedy, Drama, Romance, Sci-Fi",Hugh Wilson,"Bill Kelly (story), Bill Kelly (screenplay), Hugh Wilson (screenplay)","Brendan Fraser, Alicia Silverstone, Christopher Walken, Sissy Spacek","Adam Weber is the child of an eccentric inventor and his wife. Following a bomb scare in the 1960s that locked the Webers in their bomb shelter for 35 years, Adam Weber must venture out into Los Angeles and obtain food and supplies for his family. He meets Eve, who reluctantly agrees to help him out.","English, French, German, Latin",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BZGFiZjRhMTYtZmMzYS00MGEyLWEzN2EtNWMzMjA3OGI0NGZlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.6,"60,184",tt0124298,movie,23 Jan 2009,"$26,511,114",New Line Cinema,N/A,True
834,Port of Call,1948,Not Rated,01 Aug 1963,100 min,Drama,Ingmar Bergman,"Ingmar Bergman (screenplay), Olle Länsberg (story)","Nine-Christine Jönsson, Bengt Eklund, Mimi Nelson, Berta Hall","Berit is a young woman with problems. She is suicidal and depressed. Since it has been impossible for her to live with her mother, she has spent many years in institutions. She has now gotten a job in an industry on the condition that she can live together with her mother again. Their relationship is very tense however. One night at a dance she meets stevedore Gösta. Will he be able to give her the support she needs?","Swedish, English, German",Sweden,N/A,https://m.media-amazon.com/images/M/MV5BY2FiMmQzMWMtYzFkMC00MWJkLTlhYmEtZTQyYzJjZGZmYTY1XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",N/A,6.6,"2,143",tt0040418,movie,20 Nov 2018,N/A,Svensk Filmindustri,N/A,True
835,Divergent,2014,PG-13,21 Mar 2014,139 min,"Action, Adventure, Mystery, Sci-Fi",Neil Burger,"Evan Daugherty (screenplay by), Vanessa Taylor (screenplay by), Veronica Roth (based on the novel by)","Shailene Woodley, Theo James, Ashley Judd, Jai Courtney","Set in a futuristic dystopia where society is divided into five factions that each represent a different virtue, teenagers have to decide if they want to stay in their faction or switch to another - for the rest of their lives. Tris Prior makes a choice that surprises everyone. Then Tris and her fellow faction-members have to live through a highly competitive initiation process to live out the choice they have made. They must undergo extreme physical and intense psychological tests, that transform them all. But Tris has a secret that she is Divergent, which means she doesn't fit into any one group. If anyone knew, it would mean a certain death. As she discovers a growing conflict that threatens to unravel her seemingly peaceful society, this secret might help her save the people she loves... or it might destroy her.","English, Spanish",USA,7 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMTYxMzYwODE4OV5BMl5BanBnXkFtZTgwNDE5MzE2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.6,"431,543",tt1840309,movie,27 Apr 2016,"$150,947,895",Red Wagon Entertainment,N/A,True
836,The Great Outdoors,1988,PG,17 Jun 1988,91 min,Comedy,Howard Deutch,John Hughes,"Dan Aykroyd, John Candy, Stephanie Faracy, Annette Bening","Big-hearted Chicago family man Chet has brought his family to a lakeside resort area, and although his wife and kids aren't quite as excited as he is, Chet has high hopes for the vacation. However, his optimism is sabotaged when his obnoxious brother-in-law Roman drops in unexpectedly, along with his snooty, strange family. Chet and his family try to stay open-minded, but they find it difficult to relax and enjoy themselves because of the constant annoyance of Roman's presence.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZDVkNDQ3MDItZTBlOS00ZGU0LTk0ZDUtYmE2YzNmOTM4YzBhXkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",24,6.7,"40,708",tt0095253,movie,18 May 2016,"$41,455,230",Hughes Entertainment,N/A,True
837,Don't Blame the Kid,2016,N/A,13 May 2016,105 min,"Comedy, Romance",Gustavo Loza,Gustavo Loza,"Karla Souza, Ricardo Abarca, Biassini Segura, Gerardo Taracena","Maru, after becoming pregnant from a drunken one night stand with a immature young unemployed bachelor, is determined to follow tradition and marry him anyways.",Spanish,Mexico,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZjljMDAwNzctMWI1OC00ZDYwLTllZTItYTJmY2YwODNlYzFjXkEyXkFqcGdeQXVyNjM5NTk3MTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"5,065",tt5538800,movie,N/A,N/A,N/A,N/A,True
838,Leviathan,2012,Not Rated,28 Aug 2013,87 min,Documentary,"Lucien Castaing-Taylor, Verena Paravel",N/A,"Brian Jannelle, Adrian Guillette, Arthur Smith, Asterias Vulgaris",A documentary shot in the North Atlantic and focused on the commercial fishing industry.,English,"UK, France, USA",12 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ5NDAwMTkxOF5BMl5BanBnXkFtZTcwMjU5MjMwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,6.6,"3,334",tt2332522,movie,10 Aug 2016,"$76,202",N/A,N/A,True
839,Tarzan's New York Adventure,1942,Passed,01 May 1942,71 min,"Action, Adventure",Richard Thorpe,"Myles Connolly (screenplay), William R. Lipman (screenplay), Myles Connolly (from a story by), Edgar Rice Burroughs (based upon the characters created by)","Johnny Weissmuller, Maureen O'Sullivan, Johnny Sheffield, Virginia Grey","Circus owner Buck Rand kidnaps Boy to perform in his show. He forces a pilot to fly him, Boy and his animal trainer out of the jungle. Tarzan and Jane follow them to New York. At a trial over custody of Boy, Tarzan becomes violent and is jailed. With the help of the pilot's girlfriend Tarzan (who has since escaped, diving off the Brooklyn Bridge) finds the circus. He and the circus elephants complete the classic rescue.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BODc2MmRkYjMtMWRkZi00MDVmLTlmNjgtN2M2ZjZhYTE3ZTgzXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",N/A,6.6,"3,090",tt0035419,movie,03 Dec 2013,"$3,060,720",Metro-Goldwyn-Mayer,N/A,True
840,Demetrius and the Gladiators,1954,Approved,09 Sep 1954,101 min,"Action, Drama, History",Delmer Daves,"Philip Dunne, Lloyd C. Douglas (based on a character created by: in ""The Robe"")","Victor Mature, Susan Hayward, Michael Rennie, Debra Paget","The story picks up at the point where ""The Robe (1953)"" ends, following the martyrdom of Diana and Marcellus. Christ's robe is conveyed to Peter for safe-keeping, but the emperor Caligula wants it back to benefit from its powers. Marcellus' former slave Demetrius seeks to prevent this, and catches the eye of Messalina, wife to Caligula's uncle Claudius. Messalina tempts Demetrius, he winds up fighting in the arena, and wavers in his faith.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNTZkZjg1ZjAtZTQwNC00YjE0LWIzNmYtMTlmNjVmMWZmOGJmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",N/A,6.6,"3,441",tt0046899,movie,25 Nov 2015,N/A,Twentieth Century Fox,N/A,True
841,The Clovehitch Killer,2018,Unrated,16 Nov 2018,109 min,"Crime, Drama, Mystery, Thriller",Duncan Skiles,Christopher Ford,"Dylan McDermott, Charlie Plummer, Samantha Mathis, Madisen Beaty",A picture-perfect family is shattered when the work of a serial killer hits too close to home.,English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BNDBhYzMzZGQtYTIxOC00YjJhLWExZTEtOTUxN2JlNGQwMGZkXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,6.6,"19,259",tt6269368,movie,16 Nov 2018,"$8,208",IFC Films,N/A,True
842,Peter Rabbit,2018,PG,09 Feb 2018,95 min,"Animation, Adventure, Comedy, Family, Fantasy",Will Gluck,"Rob Lieber (screen story by), Will Gluck (screen story by), Rob Lieber (screenplay by), Will Gluck (screenplay by), Beatrix Potter (based on the characters and tales of ""Peter Rabbit"" by)","James Corden, Fayssal Bazzi, Domhnall Gleeson, Sia",Feature adaptation of Beatrix Potter's classic tale of a rebellious rabbit trying to sneak into a farmer's vegetable garden.,English,"USA, Australia, UK",4 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BMzI5MzZmZjItOGQzZC00NjNiLWFjMjQtMGNhY2NmNDMyNGM1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.6,"36,469",tt5117670,movie,22 Mar 2018,"$115,253,424","Animal Logic Entertainment, Olive Bridge Entertainment",N/A,True
843,Bad Words,2013,R,28 Mar 2014,89 min,"Comedy, Drama",Jason Bateman,Andrew Dodge,"Jason Bateman, Kathryn Hahn, Rohan Chand, Philip Baker Hall","An adult, who has been a school dropout, finds a loophole in the regulations and participates in the largest spelling bee in the USA, The Golden Quill. His aim is to take revenge for something done to him in the past.",English,USA,2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BN2M1MDljMmItMDE0ZS00OTQxLTkxNmQtMTgwZjk3NmM3MDc4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.6,"47,424",tt2170299,movie,21 Jul 2015,"$7,779,614","Darko Entertainment, MXN Entertainment, Aggregate Films",N/A,True
844,I'm Gonna Git You Sucka,1988,R,11 Jan 1989,88 min,"Action, Comedy, Crime",Keenen Ivory Wayans,Keenen Ivory Wayans,"Keenen Ivory Wayans, Bernie Casey, Antonio Fargas, Steve James","Jack Spade returns home from the army in his old ghetto neighborhood when his brother, Junebug dies from O.G. - over gold. Jack declares war on Mr. Big, powerful local crime lord. His army is led by John Slade, his childhood idol who used to fight bad guys in the '70s.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTk0Mjc1MDY0NF5BMl5BanBnXkFtZTcwNzk3MTI0NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.6,"12,562",tt0095348,movie,30 Nov 2016,"$13,030,057","Metro Goldwyn Mayer, Ivory Way Productions",N/A,True
845,Death Becomes Her,1992,PG-13,31 Jul 1992,104 min,"Comedy, Fantasy, Horror",Robert Zemeckis,"Martin Donovan, David Koepp","Meryl Streep, Bruce Willis, Goldie Hawn, Isabella Rossellini","In 1978, in Broadway, the decadent and narcissist actress Madeline Ashton is performing Songbird, based on Tennessee Williams' Sweet Bird of Youth. Then she receives her rival Helen Sharp, who is an aspiring writer, and her fiancé Ernest Menville, who is a plastic surgeon, in her dressing-room. Soon Menville calls off his commitment with Helen and marries Madeline. Seven years later, Helen is obese in a psychiatric hospital and obsessed in seeking revenge on Madeline. In 1992, the marriage of Madeline and Menville is finished and he is no longer a surgeon but an alcoholic caretaker. Out of the blue, they are invited to a party where Helen will release her novel Forever Young and Madeline goes to a beauty shop. The owner gives a business card of the specialist in rejuvenation Lisle Von Rhuman to her. When the envious Madeline sees Helen thin in a perfect shape, she decides to seek out Lisle and buys a potion to become young again. Further, she advises that Madeline must take care of her body. Meanwhile Helen seduces Menville and they plot a scheme to kill Madeline. When Madeline comes home, she has an argument Menville and he pushes her from the staircase. She breaks her neck but becomes a living dead. When Helen arrives at Menville's house expecting that Madeline is dead, she is murdered by Madeline. But she also becomes a living dead and they conclude they need Menville to help them to maintain their bodies. But Menville wants to leave them.",English,USA,Won 1 Oscar. Another 4 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BNzM2YjIwMzgtZTg4Yy00NmJlLWIzOTYtYTQ0Zjc3NjIyZDcyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.6,"107,128",tt0104070,movie,09 Dec 2008,"$58,422,650",Dan Lund Films,N/A,True
846,The Shanghai Gesture,1941,Approved,15 Jan 1942,95 min,"Crime, Drama, Film-Noir, Mystery, Romance",Josef von Sternberg,"Josef von Sternberg (adaptation), Geza Herczeg (collaborator for adaptation), Jules Furthman (collaborator for adaptation), John Colton (play)","Gene Tierney, Walter Huston, Victor Mature, Ona Munson","A young woman, Poppy, out for excitement in Shanghai, enters a gambling house owned by ""Mother"" Gin Sling, a dragon-lady who worked herself up from poverty to buy the casino. Sir Guy Charteris, wealthy entrepreneur, has purchased a large area of Shanghai, forcing Gin Sling to vacate by the coming Chinese New Year. Under orders from Gin Sling, who has found out Poppy is Charteris' daughter, the smarmy Doctor Omar leads Poppy deeper and deeper into an addiction to gambling and alcohol. Gin Sling, realizing that Charteris was her long-ago husband who she thinks abandoned her, plans her revenge by inviting Charteris to a Chinese New Year dinner party to expose his past indiscretions. Charteris, however, has a suprise of his own to spring on Gin Sling.","English, French, Chinese",USA,N/A,https://m.media-amazon.com/images/M/MV5BNmU2NGM2MDAtMTI4Mi00N2NiLWFkOWEtMzliYmM3ZDYzMDIzXkEyXkFqcGdeQXVyNTEwNDcxNDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,6.7,"2,538",tt0034175,movie,N/A,N/A,Arnold Pressburger Films,N/A,True
847,The Krays,1990,R,09 Nov 1990,115 min,"Biography, Crime, Drama",Peter Medak,Philip Ridley,"Billie Whitelaw, Tom Bell, Gary Kemp, Martin Kemp",The life of a pair of twins (Ronald and Reginald Kray) who were born in London in 1934 and when they grew up became gangsters selling protection.,English,UK,Nominated for 1 BAFTA Film Award. Another 4 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTYxZWI0NDQtMDkyNC00NDgzLTkyNWItZDUzNTY3ZjRkYTBjXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.6,"7,757",tt0099951,movie,26 Sep 2018,"$2,060,847","Fugitive TV Productions, Parkfield Entertainment",N/A,True
848,The Paper,1994,R,25 Mar 1994,112 min,"Comedy, Drama",Ron Howard,"David Koepp, Stephen Koepp","Michael Keaton, Robert Duvall, Glenn Close, Marisa Tomei","Henry Hackett is the editor of a New York City tabloid. He is a workaholic who loves his job, but the long hours and low pay are leading to discontent. Also, publisher Bernie White faces financial straits, and has hatchetman Alicia Clark, Henry's nemesis, impose unpopular cutbacks. Henry's wife Martha, a hugely pregnant former reporter of his, is fed up because he has so little time for his family. He is therefore considering an offer from Paul Bladden to edit a paper like the New York Times, which would mean more money, shorter hours, more respectability...but might also be a bit boring for his tastes. But a hot story soon confronts Henry with tough decisions.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYWJiZDAyMGYtMTJiOS00NWY2LTgzZjMtNzAyZTZlMzVlZWVmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.7,"13,175",tt0110771,movie,28 Oct 2015,"$38,824,341","Imagine Entertainment, Universal Pictures",N/A,True
849,Fatima,2020,PG-13,28 Aug 2020,113 min,"Drama, War",Marco Pontecorvo,"Valerio D'Annunzio, Barbara Nicolosi, Marco Pontecorvo","Joaquim de Almeida, Goran Visnjic, Stephanie Gil, Alejandra Howard","A trial of faith unfolds at the apex of World War I, when secrets are revealed to 3 courageous Portuguese children through a series of apparitions, while their doubting family and aggressive government officials try to silence them from sharing these messages that will change the world.",English,"Portugal, USA",N/A,https://m.media-amazon.com/images/M/MV5BZTY4OWExZDYtN2ZkNy00ODA5LWE1MTktNGM3NzhmYTAwOTYyXkEyXkFqcGdeQXVyMTA2MDQ3MTQ3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.6,"1,978",tt2197936,movie,28 Aug 2020,N/A,"Rose Pictures, Origin Entertainment, Panorama Films",N/A,True
850,Delicacy,2011,PG-13,21 Dec 2011,108 min,"Comedy, Drama, Romance","David Foenkinos, Stéphane Foenkinos","David Foenkinos (scenario), David Foenkinos (novel)","Audrey Tautou, François Damiens, Bruno Todeschini, Mélanie Bernier",A French woman mourning over the death of her husband three years prior is courted by a Swedish co-worker.,"French, Swedish",France,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTgxODQ3NTg0Nl5BMl5BanBnXkFtZTcwMTQyMDM1Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.6,"12,721",tt1828995,movie,10 Aug 2016,"$498,584","StudioCanal, Canal+",N/A,True
851,Annie,1982,PG,18 Jun 1982,127 min,"Comedy, Drama, Family, Musical",John Huston,"Carol Sobieski (screenplay), Thomas Meehan (book), Martin Charnin (play)","Albert Finney, Carol Burnett, Ann Reinking, Tim Curry","In the depths of the 1930's, Annie is a fiery young orphan girl who must live in a miserable orphanage run by the tyrannical Miss Hannigan. Her seemingly hopeless situation changes dramatically when she is selected to spend a short time at the residence of the wealthy munitions industrialist, Oliver Warbucks. Quickly, she charms the hearts of the household staff and even the seemingly cold-hearted Warbucks cannot help but learn to love this wonderful girl. He decides to help Annie find her long lost parents by offering a reward if they would come to him and prove their identity. However, Miss Hannigan, her evil brother, Rooster, and a female accomplice, plan to impersonate those people to get the reward for themselves which put Annie in great danger.",English,USA,Nominated for 2 Oscars. Another 2 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BYzU2YzA3NTYtNDg3OS00YTg3LThiODctZTQ3MzhkZDVjZDNlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,6.6,"40,671",tt0083564,movie,16 Apr 2015,"$57,059,003","Columbia Pictures, Rastar Pictures",N/A,True
852,The Informer,2019,R,30 Aug 2019,113 min,"Action, Crime, Drama, Thriller",Andrea Di Stefano,"Matt Cook (screenplay by), Rowan Joffe (screenplay by), Andrea Di Stefano (screenplay by), Anders Roslund (based on the novel ""Three Seconds"" by), Börge Hellström (based on the novel ""Three Seconds"" by)","Joel Kinnaman, Mateusz Kosciukiewicz, Karma Meyer, Ana de Armas",An ex-convict working undercover intentionally gets himself incarcerated again in order to infiltrate the mob at a maximum security prison.,"English, Polish, Spanish","UK, USA, Canada",1 nomination.,https://m.media-amazon.com/images/M/MV5BOTlkNWZhZGQtNjIxNC00OWU5LTg5NjEtY2EyMDY2NmQ2NGRhXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.6,"25,454",tt1833116,movie,06 Nov 2020,"$300,460","Maddem Films, thefyzz, Imagination Park Entertainment, Thunder Road Pictures",N/A,True
