,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
939,Angels & Demons,2009,PG-13,15 May 2009,138 min,"Action, Mystery, Thriller",Ron Howard,"David Koepp (screenplay), Akiva Goldsman (screenplay), Dan Brown (novel)","Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård","Following the murder of a physicist, Father Silvano Bentivoglio, a symbolist, Robert Langdon, and a scientist, Vittoria Vetra, are on an adventure involving a secret brotherhood, the Illuminati. Clues lead them all around the Vatican, including the four altars of science, Earth, Air, Fire and Water. An assassin, working for the Illuminati, has captured four cardinals, and murders each, painfully. Robert and Vittoria also are searching for a new very destructive weapon that could kill millions.","English, Italian, Latin, French, Swiss German, German, Chinese, Spanish, Polish","USA, Italy",1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMjEzNzM2MjgxMF5BMl5BanBnXkFtZTcwNTQ1MTM0Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.7,"277,087",tt0808151,movie,16 Apr 2012,"$133,375,846",Imagine Entertainment,N/A,True
940,The Curse of the Jade Scorpion,2001,PG-13,24 Aug 2001,103 min,"Comedy, Crime, Mystery, Romance",Woody Allen,Woody Allen,"John Tormey, John Schuck, Woody Allen, Elizabeth Berkley","CW Briggs is a veteran insurance investigator, with many successes. Betty Ann Fitzgerald is a new employee in the company he works for, with the task of reorganizing the office. They don't like each other - or at least that's what they think. During a night out with the rest of the office employees, they go to watch Voltan, a magician who secretly hypnotizes both of them, in order to use them for his dirty schemes. The next evening already, Briggs makes his first robbery, and when he wakes up in the morning he has no memory of it. Things get really complicated when he starts investigating the case. Will he be able to uncover... himself?","English, French","USA, Germany",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMzViMTNjNGUtMTQyNy00NTRhLWIzODEtYzJkM2YyNTg3YjMwXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.7,"38,111",tt0256524,movie,10 Aug 2016,"$7,517,191","Perido Productions, Sweetland Films, Gravier Productions, DreamWorks SKG",N/A,True
941,Dancing Lady,1933,Passed,24 Nov 1933,92 min,"Comedy, Musical, Romance",Robert Z. Leonard,"Allen Rivkin (screen play), P.J. Wolfson (screen play), James Warner Bellah (from the book by)","Joan Crawford, Clark Gable, Franchot Tone, May Robson","Janie lives to dance and will dance anywhere, even stripping in a burlesque house. Tod Newton, the rich playboy, discovers her there and helps her get a job in a real Broadway musical being directed by Patch. Tod thinks he can get what he wants from Janie, Patch thinks Janie is using her charms rather than talent to get to the top, and Janie thinks Patch is the greatest. Steve, the stage manager, has the Three Stooges helping him manage all the show girls. Fred Astaire and Nelson Eddy make appearances as famous Broadway personalities.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYWI0NjFkYjYtODhkMC00YzZlLTgyZDMtMWNmODkwZjM5NGIxXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,6.7,"2,136",tt0023926,movie,21 Nov 2016,N/A,Metro-Goldwyn-Mayer,N/A,True
942,See No Evil,1971,GP,02 Sep 1971,89 min,"Mystery, Thriller",Richard Fleischer,Brian Clemens,"Mia Farrow, Dorothy Alison, Robin Bailey, Diane Grayson","Sarah is a blind girl who has returned to her home, a country manor in which all of the occupants are dead. She unknowingly sleeps overnight, among a houseful of corpses, arising the next morning to quietly creep out of bed, in order not to awaken the other members of the household.",English,UK,1 nomination.,https://m.media-amazon.com/images/M/MV5BMWQ5ZWFjYTMtYWU0ZS00ZWQ4LWJjMGEtMmU0NjY3ZjBkOTYyXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}]",N/A,6.7,"2,940",tt0067727,movie,16 Apr 2012,"$1,315,680","Columbia Pictures, Genesis Productions, Filmways Pictures",N/A,True
943,Mackenna's Gold,1969,M,10 May 1969,128 min,"Action, Adventure, Romance, Western",J. Lee Thompson,"Heck Allen (novel), Carl Foreman (screenplay)","Gregory Peck, Omar Sharif, Telly Savalas, Camilla Sparv","The gangster Colorado kidnaps Marshal McKenna. He believes that McKenna has seen a map which leads to a rich vein of gold in the mountains and forces him to show him the way. But they're not the only ones who're after the gold; soon they meet a group of ""honorable"" citizens and the cavalry crosses their way too - and that is even before they enter Indian territory.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNjE4NDFmNTctYTBjMy00ZjAwLWI3ZWUtNWU1YzNmZTUyYTkyXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",N/A,6.7,"8,080",tt0064615,movie,16 Apr 2012,N/A,"Columbia, TriStar Pictures",N/A,True
944,The Running Man,1987,R,13 Nov 1987,101 min,"Action, Sci-Fi, Thriller",Paul Michael Glaser,"Stephen King (novel), Steven E. de Souza (screenplay)","Arnold Schwarzenegger, Maria Conchita Alonso, Yaphet Kotto, Jim Brown","In the year 2017, the world economy has collapsed. The great freedoms of the United States are no longer, as the once great nation has sealed off its borders and become a militarized police state, censoring all film, art, literature, and communications. Even so, a small resistance force led by two revolutionaries manages to fight the oppression. With full control over the media, the government attempts to quell the nation's yearning for freedom by broadcasting a number of game shows on which convicted criminals fight for their lives. The most popular and sadistic of these programs is ""The Running Man,"" hosted by Damon Killian. When a peaceful protest of starving citizens gathers in Bakersfield, California, a police officer named Ben Richards is ordered to fire on the crowd, which he refuses to do. Subdued by the other officers, the attack is carried out, and Richards is framed for the murder of almost a hundred unarmed civilians. Following a daring jail break months later, Richards is captured once again and forced to appear on ""The Running Man"" with three other convicts. With their help, he fights his way through a cadre of sadistic gladiators hunting them down through the ruins of a Los Angeles earthquake, but not promising Killian that he'll return to settle the score when the show's host double-crosses him. In the meantime, the contestants must search through the ruins for the resistance in the hopes of finally broadcasting the truth about the government.","English, Italian, Japanese",USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMWU4NzA2OWYtNGQ0MS00YWNkLTg4M2YtZjlkZmY1YmJjMDE4XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.7,"143,244",tt0093894,movie,06 Jun 2014,"$38,122,105","Home Box Office (HBO), TAFT Entertainment",N/A,True
945,Fair Haven,2016,Not Rated,01 Mar 2017,90 min,Drama,Kerstin Karlhuber,"Jack Bryant (story), Jack Bryant, Kerstin Karlhuber (story)","Tom Wopat, Michael Grant, Gregory Harrison, Jennifer Taylor","A young man returns to his family farm, after a long stay in ex-gay conversion therapy, and is torn between the expectations of his emotionally distant father, and the memories of a past, loving relationship he has tried to bury.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOGZlMDMwNmYtYTA0MC00ZDVlLWI3OTAtYjA2NzBiMWU4NmY0XkEyXkFqcGdeQXVyNjg0ODE1ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}]",N/A,6.8,"2,104",tt3520216,movie,27 Mar 2017,N/A,Trick Candle Productions,N/A,True
946,The Man Without a Face,1993,PG-13,25 Aug 1993,115 min,Drama,Mel Gibson,"Isabelle Holland (novel), Malcolm MacRury (screenplay)","Mel Gibson, Nick Stahl, Margaret Whitton, Fay Masterson","The story of a relationship between a teacher and his troubled pupil. Justin McLeod is a former teacher who lives as a recluse on the edge of town. His face is disfigured from an automobile accident and fire ten years before in which a boy was incinerated and for which he was convicted of involuntary manslaughter. He is also suspected of being a pedophile. He is befriended by Chuck, igniting the town's suspicion and hostility. McLeod instills in his protégé a love of justice and freedom from prejudice which sustains Chuck beyond the end of the film.",English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BMGYyNzA0MTctNWQ4My00YTA5LTkxZmItYWQwYzcwNzU1YTdiXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.7,"28,066",tt0107501,movie,01 Dec 2016,"$24,760,338",Icon Entertainment International,N/A,True
947,The Unsaid,2001,R,14 Sep 2001,111 min,"Crime, Drama, Mystery, Thriller",Tom McLoughlin,"Christopher Murphey (story), Miguel Tejada-Flores (screenplay), Scott Williams (screenplay)","Andy Garcia, Trevor Blumas, Chelsea Field, Linda Cardellini","Michael Hunter's lovely, beloved 17 year-old son Kyle committed suicide, although he was in therapy for depression. This ruins Michael's marriage, his daughter Shelly moves in with her mother. He stops treating patients in order to write and teach Psychotherapy, until many years later when a student gets him fascinated by the case of Thomas 'Tommy' Caffey. He was about to be released at his 18th birthday from the closed 'boys school' he was placed into after his father, Joseph, was put into jail for beating his adulterous mother to death. Michael feels that Tommy carries a big chip on his shoulder, ignores that Shelly fell for him at first sight, but is mesmerized by Tommy's resemblance (purposefully enhanced) to Kyle. There is also a revealing meeting with Tommy's dad in jail.",English,"Canada, USA",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMDAzYzIyNmYtMzFjMC00ZGJkLWFlMzEtYjE4OWMwMzdmY2I5XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}]",N/A,6.7,"6,198",tt0258967,movie,05 Nov 2019,N/A,Gaumont,N/A,True
948,Army of Crime,2009,Not Rated,20 Aug 2010,139 min,"Drama, History, War",Robert Guédiguian,"Serge Le Péron (original idea), Robert Guédiguian (scenario), Serge Le Péron (scenario), Gilles Taurand (scenario), Gilles Taurand (adaptation)","Simon Abkarian, Virginie Ledoyen, Robinson Stévenin, Lola Naymark","The poet Missak Manouchian leads a mixed bag of youngsters and immigrants in a clandestine battle against the Nazi occupation. Twenty-two men and one woman fighting for an ideal and for freedom. News of their daring attacks, including the assassination of an SS general, eventually reaches Berlin.","French, German",France,2 wins.,https://m.media-amazon.com/images/M/MV5BMjI0NjczNjQxMV5BMl5BanBnXkFtZTcwMDY1MDMzNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,6.7,"3,063",tt1258120,movie,19 Apr 2016,"$37,031",N/A,N/A,True
949,Walk Don't Run,1966,Approved,29 Jun 1966,114 min,"Comedy, Romance",Charles Walters,"Robert Russell (story), Frank Ross (story), Sol Saks (screenplay)","Cary Grant, Samantha Eggar, Jim Hutton, John Standing","British industrialist Sir William Rutland - ""Bill"" to his friends - is in Tokyo on a business trip during the time of the Summer Olympic Games there in 1964. Having actually arrived in Tokyo two days before his original planned arrival, he has problems finding a hotel room because of the Olympics. Spotting an ad posted on a British Embassy message board of a room available to sublet, Bill is able to wrangle his way into the apartment of Christine Easton, who is renting out the sitting room of her one-bedroom apartment as a bedroom for the duration of the Olympics. Bill's short-term living situation in Christine's sitting room is despite her solely wanting a female roommate. Soon thereafter, Bill meets Steve Davis, an athlete with the American Olympic team who seems to be reluctant to disclose in which event he is competing. Like Bill, Steve has arrived in Tokyo two days early of his scheduled arrival, has nowhere to stay for those two days, and without Christine's knowledge also wrangles his way into Christine's flat to share her sitting room with Bill as Bill sublets half of the sitting room to Steve. Christine is reluctant to tell anyone of her new roommates because of the perceived impropriety. Those not in the know include her fiancé of twenty-two months, Julius D. Haversack, the Second Secretary to the Minister of Protocol at the British Embassy. Bill, who has met Mr. Haversack, considers him to be officious and obnoxious. Despite Christine being in a relationship with Mr. Haversack, she and Steve gradually fall for each other. Seeing what is happening between Christine and Steve, Bill does whatever he can to push the two together and to get Mr. Haversack out of the way. When the truth comes out about the roommate situation, Bill sees a different opportunity for Christine and Steve's joint happiness.","English, Japanese",USA,N/A,https://m.media-amazon.com/images/M/MV5BMDc5ZDVlMWUtZWQ2Yi00ZjNiLTk1YWUtYjNlN2M2ZjViNDZlL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",N/A,6.7,"3,826",tt0061170,movie,01 Jan 2012,"$9,810,000","Columbia Pictures Corporation, Granley Company",N/A,True
950,"Mystery, Alaska",1999,R,01 Oct 1999,119 min,"Comedy, Drama, Sport",Jay Roach,"David E. Kelley, Sean O'Byrne","Russell Crowe, Hank Azaria, Mary McCormack, Burt Reynolds","When Mystery, Alaska's amateur hockey team accepts a challenge to play against the New York Rangers, the entire population must put their petty differences aside and pull together as their small town becomes the center of a nationally televised event.",English,"Canada, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BMjE2MDM2NzcyMl5BMl5BanBnXkFtZTYwMzA2NjQ3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.7,"25,799",tt0134618,movie,10 Aug 2016,"$8,891,623","Hollywood Pictures, Rocking Chair Productions, Baldwin/Cohen Productions",N/A,True
951,Rafiki,2018,N/A,19 Apr 2019,83 min,"Drama, Romance",Wanuri Kahiu,"Wanuri Kahiu, Jenna Cato Bass, Monica Arac de Nyeko (short story ""Jambula Tree"")","Samantha Mugatsia, Neville Misati, Nice Githinji, Charlie Karumi","""Good Kenyan girls become good Kenyan wives,"" but Kena and Ziki long for something more. When love blossoms between them, the two girls will be forced to choose between happiness and safety.","English, Swahili","Kenya, South Africa, Germany, Netherlands, France, Norway, Lebanon, UK",17 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BMGFiZTNiZjEtN2E4ZS00MWQyLWJmZDYtMTRmZTAwM2ExNDZlXkEyXkFqcGdeQXVyNTkyMjQwNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.7,"2,369",tt8286894,movie,13 Aug 2019,"$137,968","Schortcut Films, Razor Film Produktion GmbH, Ape&amp;Bjørn AS, MPM Film, Big World Cinema, Rinkel Film",N/A,True
952,The BFG,1989,N/A,17 Dec 1992,91 min,"Animation, Adventure, Drama, Family, Fantasy",Brian Cosgrove,"Roald Dahl (novel), John Hambley (adaptation)","David Jason, Amanda Root, Angela Thorne, Ballard Berkeley","Sophie is snatched from her orphanage early one morning by the B.F.G. (Big Friendly Giant), whom she witnesses engaged in mysterious activities, and whisked away to Giant Country. She is soon put at ease, as she learns that B.F.G.'s job is to collect, catalogue and deliver pleasant dreams to children. She joins him that night, but the mean giants follow them, planning to eat the children. Sophie enlists the help of the Queen, by making up a dream for her, and with the backing of the armed forces, they defeat the mean giants.",English,"UK, USA, Ireland",1 nomination.,https://m.media-amazon.com/images/M/MV5BNjA2YWMxMzktYTRjMy00NzU1LTlkNGMtYjFiODYxMWY5ZDNlXkEyXkFqcGdeQXVyOTg4MDk3MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}]",N/A,6.7,"6,687",tt0096866,movie,18 Nov 2016,N/A,Cannon Films,N/A,True
953,The Beautiful Person,2008,Unrated,06 Mar 2009,97 min,"Comedy, Drama",Christophe Honoré,"Christophe Honoré (scenario), Gilles Taurand (scenario), Madame de La Fayette (inspired by the book)","Louis Garrel, Léa Seydoux, Grégoire Leprince-Ringuet, Esteban Carvajal-Alegria","Sixteen-year old Junie changes high school mid-year, following the death of her mother. She finds herself in the same class as her cousin Mathias, who introduces her to his friends. All the boys want to date Junie, and she chooses the quietest among them, Otto Cleves. But soon after, she encounters the great love of her life, Nemours, her Italian teacher. The passion that burns between them is, however, doomed. Junie refuses to give in to her feelings and persists in denying herself happiness, which in her eyes is merely illusory.","French, Italian, English, Russian",France,2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTY2MTM0MjMxNF5BMl5BanBnXkFtZTcwOTU0MTAxMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",N/A,6.7,"6,665",tt1263778,movie,28 Oct 2020,N/A,N/A,N/A,True
954,Night Passage,1957,Approved,26 Aug 1957,90 min,"Action, Adventure, Drama, Western",James Neilson,"Borden Chase (screenplay), Norman A. Fox (based on a story by)","James Stewart, Audie Murphy, Dan Duryea, Dianne Foster","The workers on the railroad haven't been paid in months --- that's because Whitey and his gang, including fast-shooting, dangerous, but likeable Utica Kid, keep holding up the train for its payroll. Grant McLaine, a former railroad employee who was fired in disgrace, is recruited to take the payroll through under cover. A young boy and a shoebox figure into the plot when Whitey's gang tries to hold up the train and Grant and the Kid meet again to settle an old score.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BYjYzMGEyNGItZDVlNC00Y2ExLTlmMTQtNmIzZjU1NTliOGQyXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,6.7,"3,646",tt0050763,movie,05 Nov 2019,"$2,600,000",Universal International Pictures,N/A,True
955,Bedrooms and Hallways,1998,Not Rated,09 Apr 1999,92 min,"Comedy, Romance",Rose Troche,Robert Farrar,"Kevin McKidd, Julie Graham, Simon Callow, Con O'Neill","Keith runs a male bonding group, which was meant to be macho fun, but acts as therapist as dreaded-unmanly emotional and even relational problems prove unavoidable. Openly gay Leo is delighted to find hunky, straight Brendan is a closet-bi and becomes his lover. Things risk ending ugly as it turns out Brendan's girlfriend is Leo's school ex and still able to seduce him.",English,UK,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYWZiYzY5NjMtYTg3NC00NDk1LWJhOTUtYWI5ZWY2MjM3NzNlXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}]",N/A,6.6,"3,239",tt0126810,movie,23 Mar 2017,"$136,049","Pandora Cinema, ARP, BBC",N/A,True
956,Imperial Dreams,2014,N/A,01 Oct 2016,87 min,Drama,Malik Vitthal,"Ismet Prcic, Malik Vitthal","John Boyega, Rotimi, Glenn Plummer, De'aundre Bonds","A 21-year-old reformed gangster's devotion to his family and his future is put to the test when he is released from prison and returns to his old stomping grounds in Watts, Los Angeles.",English,USA,10 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BODA0NWJmMzEtNjQxNS00MjhmLTlhN2UtZThkYjJlNWY5MDgxL2ltYWdlXkEyXkFqcGdeQXVyNjk3MjA4NDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.7,"4,130",tt3331028,movie,23 May 2017,N/A,N/A,N/A,True
957,"What Did You Do in the War, Daddy?",1966,Approved,11 Nov 1966,116 min,"Comedy, War",Blake Edwards,"William Peter Blatty (screenplay), Blake Edwards (story), Maurice Richlin (story)","James Coburn, Dick Shawn, Sergio Fantoni, Giovanna Ralli","A by-the-book captain is ordered to capture a strategic village in Italy. The Italian soldiers are willing to surrender, if they can have a festival first. The lieutenant convinces the captain this is the only way. Because of aerial reconnaissance, they must look like they are fighting. To sort this out an intelligence officer is sent in. Meanwhile the festival gets complicated with the mayor's daughter.","English, German, Italian",USA,N/A,https://m.media-amazon.com/images/M/MV5BMzQ5MDcyNTI1M15BMl5BanBnXkFtZTcwNTU2Mjg4NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,6.7,"1,780",tt0061176,movie,19 Apr 2017,N/A,N/A,N/A,True
958,Jab Tak Hai Jaan,2012,Not Rated,13 Nov 2012,176 min,"Drama, Romance",Yash Chopra,"Aditya Chopra (story and dialogue), Aditya Chopra (screenplay), Devika Bhagat (screenplay)","Anupam Kher, Shah Rukh Khan, Katrina Kaif, Anushka Sharma","Samar Anand, a hard working young immigrant in the city of London, glimpses upon the love of his life, a gorgeous angelic looking girl, (Katrina Kaif). They meet and their bond blossoms into love with time spent together. Samar however meets with a serious accident, and Meera vows to God she will leave Samar forever if he allowed him to live again, their love affair ends as quickly as it began. Samar angered with God and fueled with his love for Meera, declares War against Him. Samar Anand vows to walk into the jaws of death everyday as a challenge to God to keep him alive. He becomes Major Samar Anand in the Indian Army, a bomb disposal chief, defusing bombs without ever wearing a bomb suit. It is here that Major Samar also known as 'the man who cannot die' meets Akira (Anushka Sharma), a spirited vibrant, 'today's generation' Discovery Channel correspondent with a WTF attitude. Aware of Samar Anand's story, Akira is determined to unravel the mystery of love in this intriguing story, whilst herself falling hopelessly in love with Samar. Is Akira able to unravel the mysteries of love, does Samar win the battle or then does God surrender to his love?",Hindi,India,21 wins & 25 nominations.,https://m.media-amazon.com/images/M/MV5BMTUyMzM5OTM5NF5BMl5BanBnXkFtZTcwNTIwMjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,6.7,"51,607",tt2176013,movie,23 Mar 2017,"$3,047,539",N/A,N/A,True
959,Om Shanti Om,2007,Not Rated,09 Nov 2007,162 min,"Action, Comedy, Drama, Fantasy, Musical, Romance, Thriller",Farah Khan,"Farah Khan (story), Mushtaq Sheikh (screenplay), Farah Khan (screenplay), Mayur Puri (dialogue)","Shah Rukh Khan, Arjun Rampal, Kirron Kher, Shreyas Talpade","Om Prakash Makhija is a Junior Artist in the 1970's hindi film industry, who is in love with actress Shantipriya. Om rescues Shanti from a fire scene where the fire has escaped control, and they become friends. His hopes seems to be coming true, but shortly thereafter he finds out that she is married to a film producer, Mukesh Mehra, and is expecting his child. He then watches in horror as Mukesh, after luring her in an abandoned studio, sets it on fire to prevent a financial loss and protect his career. Om attempts to rescue her in vain, and he eventually is killed. 30 years later, Om has reincarnated as the only son of a Bollywood actor, Rajesh Kapoor, and is himself an actor. His memories start to return when he meets with his widowed mother, Bela, from his previous birth. He also meets with Mukesh and together they decide to make a movie 'Om Shanti Om'. Om then hires a look-alike of Shantipriya, and hopes to force a confession out of Mukesh - but things go awry and Om finds his life endangered once again.","Hindi, Urdu",India,36 wins & 26 nominations.,https://m.media-amazon.com/images/M/MV5BZDQxM2RkZDItNDFkMi00NTVkLTlhNTUtNzM1MzkxNWZjYjQ2XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}]",N/A,6.7,"39,806",tt1024943,movie,24 Jan 2017,"$3,597,372",N/A,N/A,True
960,Mistress America,2015,R,04 Sep 2015,84 min,"Comedy, Drama",Noah Baumbach,"Noah Baumbach, Greta Gerwig","Lola Kirke, Shana Dowdeswell, Shelby Rebecca Wong, Alfred Macadam","Tracy, a lonely college freshman in New York, is rescued from her solitude by her soon-to-be stepsister Brooke, an adventurous gal about town who entangles her in alluringly mad schemes. Mistress America is a comedy about dream-chasing, score-settling, makeshift families, and cat-stealing.",English,USA,2 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BMjEzNzgzNDgzNV5BMl5BanBnXkFtZTgwODcyMjk4NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.7,"25,807",tt2872462,movie,06 Nov 2015,"$2,500,431",Fox Searchlight,N/A,True
961,Just Another Christmas,2020,N/A,03 Dec 2020,100 min,"Comedy, Drama",Roberto Santucci,Paulo Cursino,"Arianne Botelho, Neto Cajado, Louise Cardoso, José Rubens Chachá","Stuck in a time loop where it's forever Christmas, a family man who hates the holiday starts to learn valuable lessons about what's important in life.",Portuguese,Brazil,N/A,https://m.media-amazon.com/images/M/MV5BYTg2OTQzZjgtOTIxNy00Y2UzLTlkYWYtOTY0MTZkMGYyNjFhXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,"3,551",tt13354204,movie,N/A,N/A,N/A,N/A,True
962,Viceroy's House,2017,Not Rated,01 Sep 2017,106 min,"Biography, Drama, History, Romance",Gurinder Chadha,"Paul Mayeda Berges (screenplay by), Gurinder Chadha (screenplay by), Moira Buffini (screenplay by), Larry Collins (based on the book ""Freedom at Midnight"" by), Dominique Lapierre (based on the book ""Freedom at Midnight"" by), Narendra Singh Sarila (based on the book ""The Shadow of the Great Game - The Untold Story of Partition"" by)","Hugh Bonneville, Gillian Anderson, Manish Dayal, Huma Qureshi","New Dehli in March 1947. The huge and stately Viceroy's Palace is like a beehive. Its five hundred employees are busy preparing the coming of Lord Louis Mountbatten, who has just been appointed new (and last) viceroy of India by prime minister Clement Attlee. Mountbatten, whose difficult task consists in overseeing the transition of British India to independence, arrives at the Palace, accompanied by his Edwina, his liberal-minded wife and by his eighteen-year-old daughter Pamela. Meanwhile, in the staff quarters, a love story is born between Jeet, a Hindu, and Aalia, a Muslim beauty. Things will prove difficult - not to say very difficult - both on the geopolitical and personal level.","English, Punjabi, Hindi, Arabic","UK, India, Pakistan, Bangladesh, Sweden",1 win.,https://m.media-amazon.com/images/M/MV5BMTk5ODU2NzExMF5BMl5BanBnXkFtZTgwOTI2ODkwMTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.7,"7,063",tt4977530,movie,05 Dec 2017,"$1,105,717","Bend It Films, Deepak Nayar",N/A,True
