,carat,cut,color,clarity,depth,table,x,y,z,price
28322,0.3,Good,H,VS2,63.5,58.0,4.24,4.27,2.7,473
28323,1.01,Very Good,E,VS1,62.0,57.0,6.46,6.38,3.98,6996
28324,0.9,Good,G,SI1,63.2,62.0,6.09,6.19,3.88,3574
28325,0.7,Very Good,I,SI2,59.5,58.0,5.73,5.79,3.43,1795
28326,0.51,Ideal,H,VS2,62.9,57.0,5.07,5.1,3.2,1397
28327,0.56,Ideal,F,VVS2,61.9,56.0,5.28,5.32,3.28,2298
28328,1.7,Premium,I,VVS2,61.7,57.4,7.62,7.67,4.71,13127
28329,1.13,Premium,G,VS2,62.7,57.0,6.67,6.61,4.16,6379
28330,0.41,Very Good,E,VVS2,59.9,60.0,4.8,4.82,2.88,1233
28331,0.41,Ideal,H,IF,61.1,54.0,4.8,4.85,2.95,1099
28332,0.31,Ideal,I,VVS2,61.6,57.0,4.39,4.35,2.69,698
28333,0.41,Very Good,D,SI1,63.1,57.0,4.73,4.68,2.97,920
28334,0.34,Premium,F,VS2,62.6,59.0,4.48,4.44,2.79,880
28335,0.32,Ideal,H,VVS2,62.2,54.0,4.42,4.46,2.76,628
28336,0.39,Ideal,H,SI2,61.5,57.0,4.66,4.7,2.88,558
28337,0.41,Ideal,E,VS2,61.8,57.0,4.78,4.76,2.95,999
28338,1.04,Ideal,G,VS2,61.9,57.0,6.5,6.46,4.01,6290
28339,0.51,Ideal,G,VVS2,61.6,56.0,5.12,5.14,3.16,1750
28340,2.03,Ideal,H,SI2,61.8,56.0,8.1,8.15,5.02,15143
28341,3.0,Premium,I,SI2,60.7,59.0,9.3,9.14,5.6,16970
28342,0.7,Very Good,E,VS1,62.0,59.0,5.65,5.68,3.51,2844
28343,1.0,Very Good,I,SI2,60.8,63.0,6.41,6.34,3.88,3276
28344,1.52,Ideal,F,SI1,62.2,56.0,7.38,7.41,4.6,11637
28345,0.42,Good,H,SI1,63.2,58.0,4.77,4.79,3.02,700
28346,1.0,Good,G,SI2,59.7,63.0,6.43,6.5,3.86,3860
28347,1.03,Premium,D,SI2,61.7,58.0,6.47,6.5,4.0,4679
28348,1.11,Premium,F,VS2,62.7,59.0,6.58,6.62,4.14,6863
28349,0.53,Good,D,VS2,58.4,58.0,5.31,5.38,3.12,1625
28350,0.74,Ideal,G,SI2,62.7,56.0,5.75,5.8,3.62,2423
28351,0.56,Ideal,F,VVS2,61.1,56.0,5.35,5.37,3.27,2522
28352,0.6,Very Good,J,VS1,62.6,56.0,5.37,5.41,3.37,1378
28353,1.0,Ideal,F,SI2,61.3,57.0,6.4,6.46,3.94,4425
28354,0.4,Ideal,E,SI1,62.4,54.0,4.72,4.74,2.95,694
28355,0.31,Ideal,D,SI1,62.9,57.0,4.32,4.27,2.7,732
28356,0.32,Ideal,F,IF,61.1,55.0,4.47,4.44,2.72,984
28357,0.5,Premium,G,VS1,60.7,62.0,5.1,5.08,3.09,1629
28358,0.76,Ideal,I,SI1,61.8,57.0,5.89,5.83,3.62,2399
28359,1.01,Premium,H,VS1,61.6,57.0,6.47,6.38,3.96,5147
28360,0.33,Very Good,G,VVS2,59.7,59.0,4.48,4.53,2.69,806
28361,1.01,Good,E,SI2,57.5,63.0,6.56,6.58,3.78,4171
28362,0.31,Premium,E,SI1,63.0,58.0,4.31,4.29,2.71,651
28363,1.17,Fair,I,SI2,59.2,68.0,6.91,6.84,4.07,3833
28364,0.34,Ideal,G,VS2,61.5,57.0,4.51,4.47,2.76,765
28365,0.41,Ideal,E,VVS1,61.7,56.0,4.78,4.82,2.96,1367
28366,2.32,Ideal,G,SI2,61.0,58.0,8.5,8.54,5.2,18532
28367,0.57,Very Good,E,VS1,59.1,57.0,5.43,5.5,3.23,2008
28368,0.3,Ideal,D,SI1,62.1,56.0,4.33,4.3,2.68,709
28369,1.57,Ideal,G,SI1,61.8,55.0,7.49,7.43,4.61,11702
28370,0.79,Very Good,E,VS1,62.2,55.0,5.95,6.01,3.72,3827
28371,1.0,Very Good,H,VS2,61.3,63.0,6.38,6.4,3.92,5854
28372,0.3,Ideal,F,IF,61.8,58.0,4.27,4.3,2.65,886
28373,1.35,Very Good,J,VS1,62.1,56.0,7.04,7.1,4.39,5759
28374,1.2,Premium,G,VS1,62.5,59.0,6.72,6.64,4.19,8056
28375,0.23,Ideal,F,VVS2,60.9,57.0,3.95,3.97,2.41,530
28376,0.75,Premium,D,SI2,60.3,61.0,5.88,5.86,3.54,2307
28377,0.9,Very Good,H,SI2,63.1,60.0,6.14,6.09,3.86,2972
28378,0.31,Premium,G,SI1,62.4,55.0,4.34,4.31,2.7,593
28379,0.5,Very Good,E,VS2,63.3,57.0,5.1,5.07,3.22,1606
28380,0.72,Very Good,G,VS1,63.5,55.0,5.75,5.68,3.63,2422
28381,0.9,Very Good,F,SI1,63.1,58.0,6.18,6.12,3.88,3881
28382,2.52,Fair,H,SI2,65.4,59.0,8.49,8.42,5.53,13846
28383,2.14,Ideal,J,VS2,62.0,54.0,8.28,8.31,5.15,14802
28384,0.9,Fair,H,VS2,65.6,55.0,6.01,5.97,3.93,3375
28385,0.41,Ideal,G,SI2,61.7,56.0,4.79,4.81,2.96,648
28386,1.02,Very Good,F,VS2,63.3,58.0,6.36,6.38,4.03,6007
28387,0.41,Very Good,H,VVS2,61.3,54.0,4.75,4.87,2.95,839
28388,0.8,Ideal,I,VS1,62.2,58.0,5.92,5.95,3.69,2906
28389,0.62,Very Good,D,SI1,61.3,58.0,5.47,5.49,3.36,1949
28390,0.3,Ideal,E,VVS2,61.9,58.0,4.28,4.32,2.66,766
28391,0.71,Very Good,H,IF,60.2,61.0,5.76,5.8,3.48,3444
28392,0.34,Good,E,SI1,63.9,56.0,4.44,4.48,2.85,596
28393,0.3,Ideal,F,VS2,61.4,57.0,4.36,4.34,2.67,776
28394,1.0,Very Good,E,SI1,63.1,58.0,6.34,6.2,3.95,4435
28395,1.0,Very Good,G,VS2,63.3,58.0,6.39,6.27,4.01,6048
28396,0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,408
28397,1.33,Very Good,J,VS2,63.9,57.0,6.91,6.96,4.43,5913
28398,0.54,Ideal,E,VS1,61.2,57.0,5.25,5.27,3.22,1962
28399,1.51,Ideal,G,VS2,60.8,54.0,7.45,7.43,4.52,12100
28400,0.31,Ideal,F,VVS2,61.2,56.0,4.4,4.43,2.7,716
28401,0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74,639
28402,0.93,Premium,G,SI2,62.2,55.0,6.27,6.24,3.89,3689
28403,0.43,Very Good,G,SI2,61.3,56.2,4.87,4.89,2.99,729
28404,0.7,Ideal,F,VVS1,61.6,56.0,5.86,5.71,3.51,4246
28405,0.57,Very Good,E,VS2,62.9,57.0,5.26,5.29,3.32,1851
28406,1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,6899
28407,0.71,Fair,E,VS2,64.6,59.0,5.62,5.59,3.62,2902
28408,0.8,Very Good,F,VS1,63.8,55.0,5.84,5.89,3.74,3603
28409,0.5,Fair,E,VS2,65.0,58.0,4.96,4.92,3.21,1188
28410,1.12,Ideal,G,VVS2,62.5,56.0,6.59,6.66,4.14,8592
28411,0.3,Ideal,F,VVS1,61.9,57.0,4.3,4.32,2.67,814
28412,0.52,Ideal,I,SI1,61.8,54.0,5.16,5.19,3.2,1094
28413,0.9,Premium,D,SI1,62.8,59.0,6.1,6.06,3.82,3997
28414,1.3,Very Good,J,VS1,63.2,57.0,6.91,6.86,4.35,4994
28415,0.71,Premium,E,SI1,61.8,56.0,5.77,5.72,3.55,2516
28416,0.25,Premium,E,VVS2,62.0,59.0,4.05,4.08,2.52,576
28417,0.96,Premium,I,SI2,61.3,60.0,6.45,6.25,3.9,2669
28418,0.32,Ideal,F,VS2,62.4,55.0,4.43,4.41,2.76,828
28419,0.31,Ideal,H,VS1,61.8,54.2,4.33,4.37,2.69,557
28420,0.3,Ideal,F,SI1,62.3,54.0,4.3,4.34,2.69,475
28421,1.11,Ideal,D,VVS1,61.6,55.0,6.7,6.68,4.12,14667
28422,1.57,Premium,F,SI1,58.3,58.0,7.72,7.68,4.49,13288
28423,1.02,Ideal,H,VS1,62.2,56.0,6.48,6.42,4.01,5569
28424,0.3,Ideal,F,SI1,62.8,56.0,4.26,4.24,2.67,641
28425,0.9,Very Good,E,SI1,63.6,57.0,6.08,6.12,3.88,3863
28426,0.3,Premium,I,VS1,59.1,59.0,4.35,4.38,2.58,473
28427,0.7,Ideal,H,VS2,61.4,56.0,5.72,5.75,3.52,2733
28428,0.57,Ideal,E,VS2,61.5,57.0,5.35,5.32,3.28,2491
28429,1.2,Premium,H,SI1,62.4,59.0,6.73,6.7,4.19,5899
28430,0.32,Good,F,SI2,63.5,56.0,4.35,4.37,2.77,421
28431,0.31,Premium,D,SI1,61.2,60.0,4.35,4.41,2.68,571
28432,0.5,Ideal,D,VS2,60.7,57.0,5.12,5.22,3.14,1854
28433,3.0,Premium,G,I1,59.7,60.0,9.42,9.26,5.58,13203
28434,0.28,Ideal,E,VVS2,62.4,56.0,4.16,4.2,2.61,646
28435,0.74,Very Good,I,VVS2,61.0,59.0,5.83,5.85,3.56,2550
28436,0.31,Good,G,SI2,63.3,54.0,4.29,4.34,2.73,408
28437,0.32,Ideal,E,VVS1,60.5,57.0,4.44,4.48,2.7,917
28438,0.91,Ideal,G,SI2,62.3,56.0,6.18,6.22,3.86,3664
28439,1.03,Very Good,F,SI2,62.0,58.0,6.43,6.51,4.01,4414
28440,0.71,Very Good,G,VVS2,62.8,58.0,5.69,5.75,3.59,3281
28441,0.51,Ideal,D,VS2,61.4,57.0,5.13,5.16,3.16,1716
28442,0.24,Very Good,F,VS2,62.4,58.0,3.98,4.0,2.49,419
28443,0.41,Premium,E,SI1,61.4,56.0,4.81,4.77,2.94,969
28444,0.7,Ideal,G,VS1,61.4,55.0,5.71,5.76,3.53,3206
28445,0.3,Very Good,H,SI1,63.3,56.0,4.29,4.27,2.71,554
28446,0.58,Ideal,F,VVS2,61.8,56.0,5.36,5.39,3.32,2395
28447,0.64,Good,F,VS2,59.3,60.7,5.59,5.66,3.34,2063
28448,0.4,Ideal,G,VVS1,61.2,56.0,4.77,4.8,2.93,1043
28449,0.9,Fair,I,SI1,65.8,56.0,6.01,5.96,3.94,2873
28450,0.63,Ideal,F,VVS2,61.5,56.0,5.48,5.52,3.38,2817
28451,0.5,Very Good,F,VS2,59.4,59.0,5.19,5.22,3.09,1436
28452,1.13,Premium,H,VS2,62.8,59.0,6.63,6.58,4.15,5571
28453,1.51,Ideal,G,VS1,60.6,57.0,7.48,7.38,4.5,14507
28454,1.02,Premium,H,VS1,62.1,59.0,6.38,6.43,3.98,5469
28455,1.83,Very Good,G,VS2,60.5,59.0,7.89,7.99,4.8,18358
28456,1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,3884
28457,1.59,Ideal,I,SI1,62.4,58.0,7.43,7.48,4.65,9209
28458,0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,758
28459,0.51,Ideal,I,VVS2,61.6,54.0,5.15,5.18,3.18,1274
28460,0.3,Ideal,D,SI1,61.0,56.0,4.37,4.35,2.66,709
28461,0.52,Very Good,E,VS1,63.3,58.0,5.07,5.11,3.22,1822
28462,0.3,Good,F,SI1,63.6,55.0,4.28,4.33,2.74,500
28463,1.03,Ideal,G,SI2,61.7,55.0,6.48,6.52,4.01,4391
28464,0.31,Premium,D,SI1,60.9,60.0,4.38,4.39,2.67,571
28465,0.35,Very Good,E,IF,57.9,56.0,4.71,4.75,2.74,1025
28466,0.74,Premium,F,SI1,62.7,59.0,5.78,5.73,3.61,2553
28467,1.01,Very Good,G,SI1,63.0,57.0,6.28,6.35,3.98,4890
28468,1.02,Very Good,D,SI2,62.8,55.0,6.38,6.46,4.03,4964
28469,0.79,Premium,F,VS2,63.0,59.0,5.84,5.8,3.66,2953
28470,1.11,Very Good,E,SI2,62.0,58.0,6.61,6.68,4.12,4769
28471,1.28,Ideal,I,VS1,61.3,57.0,7.02,6.98,4.29,7025
28472,0.23,Good,F,VS2,63.8,57.0,3.93,3.84,2.48,447
28473,0.31,Very Good,G,IF,61.6,54.0,4.4,4.43,2.72,891
28474,0.24,Good,F,VVS2,65.0,58.0,3.89,3.93,2.54,492
28475,0.41,Good,E,VS1,61.3,61.0,4.77,4.79,2.93,954
28476,1.0,Fair,H,VVS2,65.3,58.0,6.25,6.18,4.06,4312
28477,0.7,Ideal,G,VS1,61.3,59.0,5.68,5.7,3.49,2987
28478,1.05,Ideal,D,VVS2,61.9,54.0,6.53,6.55,4.05,11196
28479,1.01,Very Good,H,SI1,63.0,57.0,6.34,6.36,4.0,5172
28480,0.42,Ideal,E,SI1,62.1,55.0,4.81,4.79,2.98,953
28481,0.73,Good,E,SI1,57.9,55.0,6.0,5.96,3.46,2749
28482,0.74,Premium,E,SI2,61.3,59.0,5.83,5.78,3.56,2527
28483,0.32,Ideal,G,SI2,62.2,53.0,4.4,4.44,2.75,450
28484,1.21,Very Good,I,SI1,62.8,57.0,6.73,6.8,4.25,5346
28485,0.93,Good,F,SI2,63.4,54.0,6.19,6.24,3.94,3896
28486,0.33,Ideal,G,VS1,61.8,56.0,4.45,4.42,2.74,854
28487,1.01,Fair,F,SI1,66.1,60.0,6.15,6.13,4.06,3197
28488,1.0,Very Good,J,SI2,62.8,54.0,6.35,6.43,4.01,3991
28489,0.91,Very Good,J,VS1,62.1,55.0,6.16,6.24,3.85,3666
28490,0.4,Premium,F,VS1,60.3,60.0,4.81,4.77,2.89,1050
28491,0.9,Premium,E,SI1,62.9,58.0,6.16,6.11,3.86,4158
28492,0.41,Good,E,VS2,61.1,61.0,4.77,4.82,2.93,982
28493,0.31,Ideal,E,VS2,61.8,55.0,4.37,4.4,2.71,680
28494,1.01,Very Good,E,VS2,59.3,59.0,6.5,6.56,3.87,5760
28495,0.9,Premium,E,VS2,62.6,59.0,6.14,6.06,3.82,4687
28496,0.7,Premium,G,VS2,61.6,58.0,5.69,5.73,3.52,2633
28497,2.25,Premium,I,SI1,60.1,60.0,8.55,8.51,5.13,18034
28498,1.5,Very Good,E,SI1,64.0,58.0,7.21,7.23,4.62,11194
28499,0.61,Premium,E,VS2,61.2,62.0,5.48,5.44,3.34,1704
28500,0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,1179
28501,0.4,Premium,G,VVS1,60.3,58.0,4.83,4.79,2.9,1155
28502,0.59,Very Good,E,SI2,60.5,58.0,5.43,5.51,3.31,1325
28503,0.32,Ideal,F,VS1,61.9,56.0,4.4,4.35,2.71,900
28504,1.1,Premium,H,SI2,62.6,57.0,6.6,6.56,4.12,4558
28505,0.71,Premium,F,SI1,60.3,60.0,5.76,5.79,3.48,2262
28506,0.47,Ideal,H,SI2,61.8,54.0,5.01,5.05,3.11,782
28507,1.03,Ideal,E,SI1,62.0,53.0,6.47,6.5,4.02,5608
28508,0.95,Very Good,G,SI2,62.6,58.0,6.17,6.23,3.88,4194
28509,0.27,Very Good,E,VVS1,59.9,57.0,4.23,4.25,2.54,620
28510,0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,516
28511,0.34,Ideal,H,VS2,60.5,56.0,4.58,4.54,2.76,689
28512,0.51,Ideal,E,SI2,63.0,56.0,5.14,5.12,3.23,1170
28513,1.52,Premium,F,VS2,61.4,58.0,7.42,7.37,4.54,15792
28514,0.42,Ideal,E,VS2,62.3,55.0,4.77,4.83,2.99,958
28515,0.72,Ideal,G,VVS2,61.2,57.0,5.72,5.81,3.53,3126
28516,1.57,Ideal,J,SI1,62.4,57.0,7.51,7.4,4.65,8221
28517,0.7,Ideal,G,SI2,62.7,57.0,5.62,5.6,3.52,2177
28518,0.35,Ideal,E,VS1,61.9,56.0,4.51,4.53,2.8,829
28519,0.27,Ideal,F,VS1,61.7,57.0,4.15,4.18,2.57,577
28520,0.41,Good,H,VS2,63.4,58.0,4.77,4.66,2.99,755
28521,0.56,Ideal,D,SI1,61.9,55.0,5.29,5.31,3.28,1677
28522,0.41,Ideal,E,VS1,62.3,53.0,4.74,4.76,2.96,863
28523,1.01,Very Good,F,IF,63.5,59.0,6.29,6.41,4.03,9972
28524,0.32,Ideal,D,VS2,61.3,56.0,4.37,4.41,2.69,758
28525,1.21,Premium,H,SI2,61.9,55.0,6.84,6.79,4.22,5218
28526,2.0,Very Good,I,VS2,60.4,60.0,8.14,8.19,4.93,16459
28527,0.57,Ideal,G,VVS1,62.0,55.0,5.33,5.35,3.31,2259
28528,0.71,Ideal,D,SI2,62.5,56.0,5.7,5.73,3.57,2487
28529,0.51,Ideal,G,VVS1,62.6,57.0,5.08,5.14,3.2,2005
28530,0.52,Premium,D,SI1,58.7,58.0,5.32,5.28,3.11,1720
28531,0.72,Ideal,D,SI1,61.1,56.0,5.78,5.81,3.54,2891
28532,0.6,Ideal,G,VS2,62.1,56.0,5.4,5.45,3.37,1795
28533,1.03,Very Good,E,SI1,61.3,60.0,6.51,6.53,4.0,5010
28534,1.0,Premium,E,VS1,63.0,60.0,6.38,6.32,4.0,7096
28535,1.06,Ideal,F,SI1,61.3,57.0,6.56,6.51,4.01,4862
28536,0.9,Premium,E,SI2,60.4,59.0,6.24,6.21,3.76,3856
28537,0.4,Good,D,SI1,60.3,61.0,4.74,4.78,2.87,667
28538,0.3,Ideal,F,IF,62.3,57.0,4.29,4.31,2.68,886
28539,0.4,Ideal,D,VS1,62.2,57.0,4.71,4.74,2.94,1043
28540,0.82,Premium,I,VS2,62.6,59.0,5.91,5.87,3.69,2648
28541,0.32,Very Good,H,VVS2,62.1,58.0,4.34,4.39,2.71,645
28542,0.31,Good,E,VVS1,60.9,61.0,4.32,4.35,2.64,725
28543,1.11,Ideal,I,SI1,62.4,55.0,6.6,6.64,4.13,4273
28544,0.51,Very Good,E,SI1,61.2,61.0,5.13,5.16,3.15,1304
28545,1.77,Very Good,D,SI1,59.2,61.0,7.86,7.98,4.69,14561
28546,0.78,Very Good,H,SI2,62.7,56.0,5.85,5.89,3.68,2316
28547,1.02,Good,G,VS2,63.6,57.0,6.41,6.38,4.07,5922
28548,0.71,Good,I,VS2,64.0,59.0,5.61,5.55,3.57,1840
28549,0.9,Ideal,I,VS1,62.9,58.0,6.13,6.18,3.87,3867
28550,1.01,Premium,F,SI1,61.8,59.0,6.41,6.34,3.94,4989
28551,0.31,Ideal,F,IF,62.2,56.0,4.34,4.31,2.69,1122
28552,0.53,Ideal,I,VS2,61.9,54.0,5.21,5.23,3.23,1173
28553,0.7,Very Good,F,VVS2,58.7,63.0,5.82,5.79,3.41,3234
28554,0.53,Very Good,F,IF,59.6,58.0,5.28,5.32,3.16,2395
28555,2.06,Ideal,I,SI1,62.0,56.0,8.12,8.17,5.05,16960
28556,0.76,Ideal,H,VS2,62.0,56.0,5.86,5.88,3.64,3948
28557,2.2,Very Good,I,SI2,60.2,60.0,8.42,8.49,5.09,15424
28558,0.42,Ideal,E,VS2,62.4,55.0,4.79,4.83,3.0,958
28559,0.66,Ideal,D,SI1,62.7,55.0,5.56,5.61,3.5,2079
28560,0.32,Good,D,SI1,63.7,55.0,4.33,4.31,2.75,706
28561,0.48,Good,G,VS1,57.8,60.9,5.12,5.19,2.97,1262
28562,1.24,Ideal,J,VS2,62.8,56.0,6.83,6.8,4.28,5451
28563,1.01,Very Good,I,SI1,63.5,59.0,6.36,6.31,4.02,4412
28564,0.29,Very Good,E,VS1,59.2,58.0,4.36,4.39,2.59,619
28565,1.01,Fair,G,VS2,66.6,55.0,6.27,6.22,4.16,5475
28566,2.01,Very Good,E,SI1,62.7,57.0,8.03,8.11,5.06,17676
28567,0.72,Premium,H,VVS1,61.4,58.0,5.75,5.78,3.54,3137
28568,0.61,Ideal,E,SI2,62.0,54.0,5.46,5.48,3.39,1368
28569,0.56,Good,H,SI1,63.2,57.0,5.23,5.27,3.32,1197
28570,1.5,Good,G,I1,64.0,61.0,7.15,7.04,0.0,4731
28571,1.09,Good,D,SI2,63.8,60.0,6.57,6.49,4.16,4682
28572,1.0,Premium,F,SI1,59.4,62.0,6.55,6.52,3.88,3881
28573,0.33,Ideal,H,VS1,61.9,55.0,4.46,4.49,2.77,598
28574,0.7,Ideal,I,VVS2,62.3,55.0,5.66,5.7,3.54,2353
28575,0.8,Very Good,G,VS1,62.7,56.0,5.9,5.94,3.71,3673
28576,0.3,Good,E,VS2,63.3,55.0,4.26,4.3,2.71,526
28577,0.31,Very Good,G,SI1,61.8,55.0,4.35,4.38,2.69,490
28578,0.43,Very Good,H,SI1,60.2,57.0,4.91,4.93,2.96,716
28579,0.38,Ideal,G,VVS2,61.3,56.4,4.67,4.71,2.88,929
28580,0.42,Ideal,D,SI1,61.9,57.0,4.82,4.77,2.97,1040
28581,0.31,Ideal,E,VS2,62.0,56.0,4.36,4.38,2.71,589
28582,1.0,Fair,E,VS1,64.4,55.0,6.33,6.3,4.07,7392
28583,0.41,Premium,F,VVS2,60.6,58.0,4.79,4.84,2.92,1115
28584,1.18,Ideal,E,VS1,62.4,54.0,6.74,6.79,4.22,9709
28585,0.31,Premium,F,VS2,61.8,59.0,4.31,4.33,2.67,625
28586,0.3,Ideal,E,VVS1,60.5,57.0,4.34,4.39,2.64,895
28587,0.3,Good,D,VVS2,61.6,63.0,4.23,4.27,2.62,719
28588,2.0,Ideal,H,SI2,61.5,57.0,8.04,8.0,4.93,12587
28589,0.4,Good,E,SI1,63.9,58.0,4.63,4.67,2.97,687
28590,1.13,Ideal,H,SI1,61.9,60.0,6.63,6.65,4.11,5911
28591,0.5,Premium,D,VS2,62.1,58.0,5.03,5.08,3.14,1752
28592,0.51,Very Good,F,VS2,63.2,58.0,5.07,5.05,3.2,1417
28593,0.27,Ideal,H,VS1,61.6,56.0,4.18,4.2,2.58,480
28594,1.04,Good,F,SI2,64.0,60.0,6.38,6.33,4.07,3581
28595,1.16,Ideal,I,VS2,61.5,57.0,6.75,6.78,4.16,5207
28596,0.5,Good,E,VVS2,61.6,62.0,5.04,5.09,3.12,2437
28597,0.9,Good,E,SI1,63.5,55.0,6.12,6.22,3.92,3570
28598,0.26,Ideal,F,VVS1,61.6,57.0,4.08,4.1,2.52,599
28599,1.15,Premium,H,SI2,60.4,58.0,6.8,6.75,4.09,3220
28600,0.71,Very Good,F,SI1,62.1,58.0,5.64,5.72,3.53,2221
28601,0.7,Good,D,VS2,63.9,58.0,5.58,5.62,3.58,3087
28602,1.51,Very Good,F,SI1,63.2,57.0,7.34,7.23,4.6,9417
28603,0.31,Premium,E,IF,61.0,59.0,4.36,4.39,2.67,1060
28604,0.31,Very Good,G,VVS2,62.6,57.0,4.29,4.33,2.7,707
28605,0.28,Ideal,E,VS1,61.4,56.0,4.2,4.24,2.59,487
28606,0.32,Ideal,F,SI1,61.9,55.0,4.38,4.41,2.72,491
28607,1.51,Ideal,H,SI1,61.9,58.0,7.33,7.37,4.55,10096
28608,0.52,Premium,G,SI2,59.2,60.0,5.29,5.21,3.11,1121
28609,1.1,Premium,H,VS2,61.4,58.0,6.68,6.62,4.08,5652
28610,0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,1732
28611,1.08,Very Good,G,VS2,63.2,60.0,6.53,6.44,4.1,6096
28612,1.5,Ideal,I,SI1,62.3,56.0,7.35,7.41,4.6,8371
28613,0.72,Ideal,I,VS2,61.7,56.0,5.75,5.8,3.56,2650
28614,0.91,Very Good,H,VS2,63.1,56.0,6.2,6.13,3.89,3567
28615,0.26,Ideal,E,VS1,61.8,55.0,4.09,4.13,2.54,452
28616,2.52,Fair,G,I1,66.9,57.0,8.39,8.33,5.6,10076
28617,0.78,Ideal,F,SI2,61.2,56.0,5.93,5.97,3.64,2622
28618,1.18,Premium,I,SI1,61.1,59.0,6.78,6.73,4.13,4956
28619,2.38,Premium,G,SI2,62.4,58.0,8.59,8.47,5.32,14648
28620,0.43,Ideal,H,SI1,61.9,55.0,4.84,4.88,3.01,783
28621,1.25,Ideal,H,SI1,62.4,55.0,6.9,6.86,4.3,7573
28622,1.13,Very Good,I,VS1,61.7,54.0,6.71,6.74,4.15,5220
28623,1.07,Ideal,E,VVS2,61.4,56.0,6.55,6.65,4.05,9863
28624,1.2,Ideal,H,I1,58.6,57.0,7.01,6.96,4.09,3763
28625,1.31,Ideal,I,VS1,62.1,56.0,7.01,7.04,4.36,6617
28626,0.5,Ideal,I,VVS1,62.4,53.0,5.1,5.12,3.19,1370
28627,0.58,Fair,F,SI2,64.7,56.0,5.31,5.24,3.41,1088
28628,0.43,Premium,F,VVS2,61.6,60.0,4.86,4.82,2.98,1250
28629,0.51,Premium,E,SI1,61.3,59.0,5.15,5.13,3.15,1624
28630,0.71,Very Good,F,VS2,59.5,58.0,5.82,5.87,3.48,2918
28631,1.02,Very Good,F,SI2,63.0,58.0,6.38,6.44,4.04,4162
28632,0.32,Premium,E,SI1,61.9,59.0,4.36,4.39,2.71,561
28633,0.9,Ideal,E,SI1,61.7,57.0,6.21,6.24,3.84,4940
28634,0.56,Ideal,I,SI1,61.8,54.0,5.28,5.31,3.27,1212
28635,0.3,Ideal,I,VS1,62.0,57.0,4.26,4.29,2.65,457
28636,0.35,Ideal,F,IF,60.7,57.0,4.6,4.56,2.78,1073
28637,1.58,Ideal,H,VS2,61.4,56.0,7.5,7.56,4.62,12334
28638,1.04,Very Good,H,SI2,62.9,57.0,6.39,6.45,4.04,4435
28639,0.31,Ideal,G,VVS1,62.5,54.0,4.34,4.37,2.72,789
28640,0.31,Ideal,I,IF,62.0,54.0,4.36,4.42,2.72,635
28641,0.31,Ideal,G,IF,61.6,55.0,4.39,4.34,2.69,988
28642,0.31,Ideal,F,IF,62.0,56.0,4.32,4.36,2.69,979
28643,0.41,Very Good,E,SI1,61.1,62.0,4.76,4.83,2.93,705
28644,0.86,Ideal,E,SI2,60.0,56.0,6.22,6.24,3.74,3478
28645,0.5,Premium,E,SI1,62.3,58.0,5.09,5.15,3.19,1316
28646,1.0,Very Good,E,SI2,60.6,61.0,6.39,6.44,3.89,4312
28647,0.9,Fair,D,SI1,64.0,63.0,6.12,6.04,3.89,4796
28648,1.01,Ideal,G,SI2,61.0,56.0,6.48,6.54,3.97,4383
28649,0.32,Ideal,J,IF,62.2,55.0,4.44,4.4,2.75,684
28650,0.64,Ideal,D,VS2,60.7,59.0,5.58,5.62,3.4,2224
28651,1.07,Very Good,F,VVS1,60.2,58.0,6.57,6.65,3.98,9808
28652,0.73,Very Good,I,VVS1,61.9,57.0,5.75,5.79,3.57,2623
28653,1.1,Ideal,G,VVS2,60.5,56.0,6.76,6.7,4.07,9215
28654,0.58,Very Good,F,SI1,59.9,58.0,5.35,5.4,3.22,1401
28655,0.27,Very Good,E,VS2,63.0,57.0,4.12,4.16,2.61,470
28656,1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98,10029
28657,0.41,Ideal,F,VVS2,61.2,56.0,4.8,4.78,2.93,1192
28658,1.06,Ideal,G,VVS1,61.6,57.0,6.55,6.53,4.03,8643
28659,0.51,Ideal,D,VS2,61.9,57.0,5.09,5.15,3.17,1787
28660,1.34,Ideal,G,VS1,62.7,57.0,7.04,7.1,4.43,9890
28661,2.02,Very Good,D,SI2,62.3,56.0,7.99,8.06,5.0,17263
28662,1.0,Ideal,E,VS2,62.0,55.0,6.42,6.38,3.97,6043
28663,0.54,Very Good,F,SI1,63.0,60.0,5.13,5.12,3.23,1356
28664,1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,6166
28665,0.41,Ideal,G,SI1,62.6,54.0,4.74,4.78,2.98,719
28666,0.47,Premium,H,VS1,61.8,58.0,4.99,4.94,3.07,1221
28667,2.08,Good,I,SI2,63.8,58.0,8.02,8.1,5.14,13956
